,brand,overall,reviewText,summary
19081,Nintendo,1,"Nintendo has shafted me again, first with a n64 that had no third party support. Now the same thing has happened with my Gamecube. I own all three new systems plus 5 older systems and I work for software etc. I know my business and our sales speak volumes. XBOX sales have picked up while Gamecube sales have dropped. well there is always the next system. For Gamecube I had to buy memory cards, a keyboard, an ethernet adapter, Then I bought an XBOX. Unlimited memory, and the only thing you might have to purchase is a dvd playback kit(which is cheaper than a Gamecube memory card). I own a real dvd player and im not stupid enough to use my console as a primary dvd player. Gamecube doesnt even have this option. This is 2003, 99% of the world doesnt have to use their game console as a dvd player. I found that most of the games on Gamecube are on XBOX except on XBOX they contain extras, far better graphics, sound and some even add online play. While online you can chat in every game, no need for a keyboard. Gamecube only offers 1 game with online play(shame on them).XBOX has over 235 games available and over 250 for this year alone, so games is not an issue. Finally someone has built a better system then ps2 and Gamecube. ps2 is good, gamecube is better, but the loading times, muddy jaggy graphics, no dolby digital,and now its losing all its exclusives to xbox. ps2 &amp; gamecube exclusives are getting fewer and the ones they have are seeking ways to get their games on other systems. GTAVC for example, rockstar is planning on releasing a side story to gta only for XBOX, so you can expect great graphics and much better gameplay on xbox. With games like Halo 2, Tao feng, Project Gothom 2, Dino Crisis 3, UFC Tapout 2, Dead or Alice Chronos, Brute force, Rallisport 2, Mech Assault,Unreal Championship, Panzer Draggon Orta, and many more exclusives, the proof is there if you look, developers are putting their best games on XBOX and then dumping the left overs on ps2 and gamecube. The XBOX exclusive games put anything the ps2 or gamecube has done to shame. Halo was released over a year ago and there still has been nothing from ps2 or gamecube that even comes close to the graphics, sound, story and even the online play rocks even though its not offical through xbox live, you have to play through gamespy. The new 800 pound gorilla is here, and its name is xbox.",wow a junk system with mario 64 remix
19236,Nintendo,2,this game if realy hard. and its not fun you have to play as hummans to unlock dragons. as a human you kill dragons and vice a versa. the game has a bad story and poor camera controls. making it hard. nothing notable about the game itself.,OMG BAD
19237,Nintendo,2,"This game will definitely frustrate the gamer who expects more bang for their buck. I never seen the movie but I imagine the game captured it well.Let's see what we got here for the Cube:Graphics6 out 10-Not bad but not much detail in the way the characters look. You do get various clips from the movie itself.Sound5 out 10-Sound was ok, the music and the speech does tend to repeat itself which can get annoyingGameplay4 out 10- Definitely the game's weakest suits. There could have been more powerups. Some levels seem stacked against you unless you literally play them perfectly.Another thing that annoyed is the missions that you lead the convoy. That started off fun but there should have been more flexibility. For example, if you stray to off the path, you lose, if one of your men die, you lose. Again they don't allow much leeway here and this cuts into the fun.The Storm Front level and Bullfight which started of as fun levels became annoying because of this. No matter how you configure the pad you are likely to become frustrated with the controls.One fun thing here is that the halfway point of the game (Origin of the Species) you can play as the Dragon here.Closing Thoughts- Well not much replay value here. All I saw a message about clips from the movie and a music video. A bare bones type of game which is a shame considering it's based on a movie.It's definitely a game that I would rent first and if I really enjoyed then buy.",Ok game that could have been better much better
19239,Nintendo,2,How can you make an M rated game after a crummy PG-13 movie!?  Give me a break.,How the...
19241,Nintendo,2,this game if realy hard. and its not fun you have to play as hummans to unlock dragons. as a human you kill dragons and vice a versa. the game has a bad story and poor camera controls. making it hard. nothing notable about the game itself.,OMG BAD
19242,Nintendo,2,"This game will definitely frustrate the gamer who expects more bang for their buck. I never seen the movie but I imagine the game captured it well.Let's see what we got here for the Cube:Graphics6 out 10-Not bad but not much detail in the way the characters look. You do get various clips from the movie itself.Sound5 out 10-Sound was ok, the music and the speech does tend to repeat itself which can get annoyingGameplay4 out 10- Definitely the game's weakest suits. There could have been more powerups. Some levels seem stacked against you unless you literally play them perfectly.Another thing that annoyed is the missions that you lead the convoy. That started off fun but there should have been more flexibility. For example, if you stray to off the path, you lose, if one of your men die, you lose. Again they don't allow much leeway here and this cuts into the fun.The Storm Front level and Bullfight which started of as fun levels became annoying because of this. No matter how you configure the pad you are likely to become frustrated with the controls.One fun thing here is that the halfway point of the game (Origin of the Species) you can play as the Dragon here.Closing Thoughts- Well not much replay value here. All I saw a message about clips from the movie and a music video. A bare bones type of game which is a shame considering it's based on a movie.It's definitely a game that I would rent first and if I really enjoyed then buy.",Ok game that could have been better much better
19244,Nintendo,2,How can you make an M rated game after a crummy PG-13 movie!?  Give me a break.,How the...
19247,"by
    
    Nintendo",2,"I got this gadget dingydoo for 5 bucks at Blockbuster and thought it would be a good deal. I figured out why this game was only 5 dollars. I didn't get a complete set of the Donkey Kong thing. I got 6 cards but 2 were just dang repeats. So, I can't play that. The cards can't be scanned easily and often take about 10 tries to make it actually work. The Pokemon cards you scan through only gives you info you already have on the card and the Animal Crossing cards are useless if you don't have a Gamecube. Manhole stinks because it is no fun. And yes it does work on the GBA SP, some people say it doesn't, but I guess they just don't have an SP or used it on their Gamecube without one of those link cables. So, you either can't play something, can't play something fun, or look at information that you can get by looking at the stupid card. But, with a price of $5.00, (at Blockbuster) I have no choice to give this stupid piece of junk a worthless 2.",I Got Ripped Off
19257,"by
    
    Nintendo",2,"I got this gadget dingydoo for 5 bucks at Blockbuster and thought it would be a good deal. I figured out why this game was only 5 dollars. I didn't get a complete set of the Donkey Kong thing. I got 6 cards but 2 were just dang repeats. So, I can't play that. The cards can't be scanned easily and often take about 10 tries to make it actually work. The Pokemon cards you scan through only gives you info you already have on the card and the Animal Crossing cards are useless if you don't have a Gamecube. Manhole stinks because it is no fun. And yes it does work on the GBA SP, some people say it doesn't, but I guess they just don't have an SP or used it on their Gamecube without one of those link cables. So, you either can't play something, can't play something fun, or look at information that you can get by looking at the stupid card. But, with a price of $5.00, (at Blockbuster) I have no choice to give this stupid piece of junk a worthless 2.",I Got Ripped Off
19286,"by
    
    Nintendo",2,"Instead of writing a full review [i dont think it is worth the time] i will give you some words that describe the game.DumbSlowEasyShortCornyStupidUnoriginalIn other words while at [a local store] for 2 hours i was able to complete the entire game. In my words, ""go get a real game"".",Pbbbbbt
19291,"by
    
    Nintendo",2,"Metroid Fusion is a classic 2D side scroller adventure. You walk around a maze and jump up and down to complete each objective, on the way blasting away aliens/mutants/ugly videogame characters. I appreciate its ease of controls vs. Castlevania, the latter requiring you to press all the buttons at the same time.  The graphics is also among the best I've seen, and finally visible on the sidelit screen of the SP. But games like this are pretty boring after a few minutes, and if you are good you can beat it in a couple hours, with little replay value.  Try renting first.",Boring side scroller
19315,"by
    
    Nintendo",1,"I am thoroughly confused as to how this game rates so highly.I recently saw that it was up for ""Game of the Decade"" at one of my favorite gaming websites, and was utterly flabbergasted.---Story--- ~2/5 StarsFor a GBA game, it's a fine story.  For a Metroid game, it's awful.  There is no sense of isolation, a key factor of the franchise.  Samus is following non-sensical orders from a computer, with zero effort to justify them.  The entire game, the player is told to slowly traverse seven various areas of a large space station, each time allowing your enemies to further infiltrate the station.  And, why?  FOR NO REASON.  A quick boil-down of the premise:  (1)There are parasites on board; they are incredibly dangerous and cannot safely be interacted with.  (2)Go run around with them, reacting to their presence on the ship and helping them spread.  (3)Uh-oh.  Things aren't going well?  Why, how did that happen!?!?!The only reason this story gets a second star out of five is that were one to take the Metroid logo off of it, slap new names on the characters and pretend it's a new franchise, it would be slightly less intolerable.---Gameplay--- ~1/5 StarsThe worst comment for a Metroid-style game: It is unbelievably linear.  The player has zero option as to how to proceed.  Doors are locked or unlocked for you, and you cannot get around them until the very end of the game.  What's worse, you are forced to hold poorly-written, one-way conversations with the computer character between every action.  Enter a new area: Talk to the PC.  Find a power-up: Talk to the PC.  See a boss off in the distance: Talk to the PC.  I found this absolutely inexcusable.Samus is simultaneously over-powered for some enemies and wholely defenseless against others.  The vast majority of enemies, and most bosses, take two shots to kill and don't cause any damage when they hit you.  Several other bosses and a hand-full of general enemies can kill Samus with three or so hits, and require all your missiles to kill.  There seems to be no logic as to enemies' difficulties, and you will often find yourself frustrated by situations where you can only succeed if very lucky.There are so many power-ups as to make it completely unfulfilling to collect them.  Furthermore, while most are lying in plain view and the player walks into them as a matter of course, others are so meticulously hidden and require pain-staking, repeated effort to collect as to be intolerably frustrating and not worth the effort.  The casual gamer will be bored, and the completionist will be frustrated.  It's just awful.---Replay--- ~1/5 StarsIf you can actually bring yourself to pick this game up a second time, you'll find both the linear-ness and the forced conversations with the computer character even more mind-numbing.  There are few things worse than a forced cut-scene, which you cannot skip, slowly explaining something you already know.  There is simply no point in replaying this game.---Overall--- ~1/5 StarsIt's just a bad game.  And it's absolutely awful for a Metroid Game.  I greatly regret this purchase, and, for the life of me, cannot understand how it gets such good reviews.",I Can't Believe This Game Rates so Highly.  It's Awful.
19348,"by
    
    Nintendo",2,"Instead of writing a full review [i dont think it is worth the time] i will give you some words that describe the game.DumbSlowEasyShortCornyStupidUnoriginalIn other words while at [a local store] for 2 hours i was able to complete the entire game. In my words, ""go get a real game"".",Pbbbbbt
19353,"by
    
    Nintendo",2,"Metroid Fusion is a classic 2D side scroller adventure. You walk around a maze and jump up and down to complete each objective, on the way blasting away aliens/mutants/ugly videogame characters. I appreciate its ease of controls vs. Castlevania, the latter requiring you to press all the buttons at the same time.  The graphics is also among the best I've seen, and finally visible on the sidelit screen of the SP. But games like this are pretty boring after a few minutes, and if you are good you can beat it in a couple hours, with little replay value.  Try renting first.",Boring side scroller
19377,"by
    
    Nintendo",1,"I am thoroughly confused as to how this game rates so highly.I recently saw that it was up for ""Game of the Decade"" at one of my favorite gaming websites, and was utterly flabbergasted.---Story--- ~2/5 StarsFor a GBA game, it's a fine story.  For a Metroid game, it's awful.  There is no sense of isolation, a key factor of the franchise.  Samus is following non-sensical orders from a computer, with zero effort to justify them.  The entire game, the player is told to slowly traverse seven various areas of a large space station, each time allowing your enemies to further infiltrate the station.  And, why?  FOR NO REASON.  A quick boil-down of the premise:  (1)There are parasites on board; they are incredibly dangerous and cannot safely be interacted with.  (2)Go run around with them, reacting to their presence on the ship and helping them spread.  (3)Uh-oh.  Things aren't going well?  Why, how did that happen!?!?!The only reason this story gets a second star out of five is that were one to take the Metroid logo off of it, slap new names on the characters and pretend it's a new franchise, it would be slightly less intolerable.---Gameplay--- ~1/5 StarsThe worst comment for a Metroid-style game: It is unbelievably linear.  The player has zero option as to how to proceed.  Doors are locked or unlocked for you, and you cannot get around them until the very end of the game.  What's worse, you are forced to hold poorly-written, one-way conversations with the computer character between every action.  Enter a new area: Talk to the PC.  Find a power-up: Talk to the PC.  See a boss off in the distance: Talk to the PC.  I found this absolutely inexcusable.Samus is simultaneously over-powered for some enemies and wholely defenseless against others.  The vast majority of enemies, and most bosses, take two shots to kill and don't cause any damage when they hit you.  Several other bosses and a hand-full of general enemies can kill Samus with three or so hits, and require all your missiles to kill.  There seems to be no logic as to enemies' difficulties, and you will often find yourself frustrated by situations where you can only succeed if very lucky.There are so many power-ups as to make it completely unfulfilling to collect them.  Furthermore, while most are lying in plain view and the player walks into them as a matter of course, others are so meticulously hidden and require pain-staking, repeated effort to collect as to be intolerably frustrating and not worth the effort.  The casual gamer will be bored, and the completionist will be frustrated.  It's just awful.---Replay--- ~1/5 StarsIf you can actually bring yourself to pick this game up a second time, you'll find both the linear-ness and the forced conversations with the computer character even more mind-numbing.  There are few things worse than a forced cut-scene, which you cannot skip, slowly explaining something you already know.  There is simply no point in replaying this game.---Overall--- ~1/5 StarsIt's just a bad game.  And it's absolutely awful for a Metroid Game.  I greatly regret this purchase, and, for the life of me, cannot understand how it gets such good reviews.",I Can't Believe This Game Rates so Highly.  It's Awful.
19594,Nintendo,2,"But perfect for the inexperienced gamer, or a little brother or sister. There are puzzles and bosses that are super easy. I rented it, but i wouldn't buy it. Rent it and see for yourself...not too challenging.",Too easy for a teen gamer...
19597,Nintendo,1,This game is one of the shortest games I've played - for those of you who like to play a long game with a lot of worlds - this game is not for you at all. But for those of you who like a really short game - hunting for treasure chests - and some comedy that rolls through out the game - then this is probably for you.,Too short - way too short
19598,Nintendo,1,This game looks weird without Mario. Besides your doing what wario allways does. Stealing treasure. I bet this will be hard.,Why cant we play as a good guy?
19601,Nintendo,2,I do not like this game because its hard depressing and not fun. As wario you look for lost treasure beat bad guys so on. Bosses super hard THIS GAME IS FRUSTRATING!,Strange
19610,Nintendo,2,"Watio World is effectively a throwback to the 16-bit era of 2D side scrolling platfomers. Unfortunately, it is not a patch on any of them. The emphasis is on tedious button bashing. Instead of quickly dispatching your enemies as Sonic might do with a quick bounce on the head, gland-challenged Wario has to knock seven bells out of them first, which makes the pace slow. With the much better Viewtiful Joe out on the shelves, Wario World is the worse platform beat-em-up by far. Strangely, its' fans seem to really like it. I can only think that they haven't played Streets of Rage or indeed any 2D platformer of the Megadrive/SNES era.",What a rotten game.
19617,Nintendo,2,"But perfect for the inexperienced gamer, or a little brother or sister. There are puzzles and bosses that are super easy. I rented it, but i wouldn't buy it. Rent it and see for yourself...not too challenging.",Too easy for a teen gamer...
19620,Nintendo,1,This game is one of the shortest games I've played - for those of you who like to play a long game with a lot of worlds - this game is not for you at all. But for those of you who like a really short game - hunting for treasure chests - and some comedy that rolls through out the game - then this is probably for you.,Too short - way too short
19621,Nintendo,1,This game looks weird without Mario. Besides your doing what wario allways does. Stealing treasure. I bet this will be hard.,Why cant we play as a good guy?
19624,Nintendo,2,I do not like this game because its hard depressing and not fun. As wario you look for lost treasure beat bad guys so on. Bosses super hard THIS GAME IS FRUSTRATING!,Strange
19633,Nintendo,2,"Watio World is effectively a throwback to the 16-bit era of 2D side scrolling platfomers. Unfortunately, it is not a patch on any of them. The emphasis is on tedious button bashing. Instead of quickly dispatching your enemies as Sonic might do with a quick bounce on the head, gland-challenged Wario has to knock seven bells out of them first, which makes the pace slow. With the much better Viewtiful Joe out on the shelves, Wario World is the worse platform beat-em-up by far. Strangely, its' fans seem to really like it. I can only think that they haven't played Streets of Rage or indeed any 2D platformer of the Megadrive/SNES era.",What a rotten game.
19646,"by
    
    Nintendo",2,"I 'm sorry, but this game was one of the worst games I have ever played.  You just start the game by going through levels using the powers, but your not as aggressive like in Kirbys Super Star, now that was a game!  Every time you get hit, you lose your power!  It is mad annoying.  The story of the game isn't explained until you beat it which doesn't take long at all if your good at adventure games.  This was a poor excuse for a Kirby game.  There was no story and Kirby's powers weren't the same and cool as Kirbys Super Star.  So I don't reccomend this game, I had to find out the hard way how bad it is.",Very disapointing
19657,"by
    
    Nintendo",1,"What were they thinking, porting one of the Greatest NES games of all-time Kirby's Adventure to the GBA!!! The music is wrong, the sounds are wrong, The gameplay is wrong, and the difficulty is easier! It coundn't have gotten worse than this. If your gonna make a port atleast leave the game as it was and try to get the name right or it will ruin the game for everyone!!! They shoud have came out with a totally new Kirby game for the GBA and brought this one to the GC in mayby something like a Kirby Collectors addition with games such as: Kirby's Dreamland 1,2,and 3, Kirby's Adventure,Kirby Super Star, Kirb:The crystal Shards, and more!!! Now that is a great idea!",A port that seems all wrong!!!
19662,"by
    
    Nintendo",2,"I knew this game wasnt worth table scraps and I was right. The game is way too short!The bosses are too easy, and the ability to have combination copies is nowhere to be found. The only credit I could give this game is the nice graphics. Evrything in it doesnt even come close 2 Kirby: Crystal Shards. I'd recommend Kirby: NiD for kids 7 and under....",sure is a nightmare.... :(
19675,"by
    
    Nintendo",2,"I 'm sorry, but this game was one of the worst games I have ever played.  You just start the game by going through levels using the powers, but your not as aggressive like in Kirbys Super Star, now that was a game!  Every time you get hit, you lose your power!  It is mad annoying.  The story of the game isn't explained until you beat it which doesn't take long at all if your good at adventure games.  This was a poor excuse for a Kirby game.  There was no story and Kirby's powers weren't the same and cool as Kirbys Super Star.  So I don't reccomend this game, I had to find out the hard way how bad it is.",Very disapointing
19686,"by
    
    Nintendo",1,"What were they thinking, porting one of the Greatest NES games of all-time Kirby's Adventure to the GBA!!! The music is wrong, the sounds are wrong, The gameplay is wrong, and the difficulty is easier! It coundn't have gotten worse than this. If your gonna make a port atleast leave the game as it was and try to get the name right or it will ruin the game for everyone!!! They shoud have came out with a totally new Kirby game for the GBA and brought this one to the GC in mayby something like a Kirby Collectors addition with games such as: Kirby's Dreamland 1,2,and 3, Kirby's Adventure,Kirby Super Star, Kirb:The crystal Shards, and more!!! Now that is a great idea!",A port that seems all wrong!!!
19691,"by
    
    Nintendo",2,"I knew this game wasnt worth table scraps and I was right. The game is way too short!The bosses are too easy, and the ability to have combination copies is nowhere to be found. The only credit I could give this game is the nice graphics. Evrything in it doesnt even come close 2 Kirby: Crystal Shards. I'd recommend Kirby: NiD for kids 7 and under....",sure is a nightmare.... :(
20168,"by
    
    Nintendo",2,"A long time ago when Zelda first came out, it was a lot fun.  The graphics were really cheesy but still a good time.  Now, the graphics are still cheesy but the game is terrible.  There's nothing worse for a game when you can't speed up the conversation; and there's a lot of it in this game.  It is one of the most frustrating games I've ever played.  I think this is one game you should rent first before buying, because it really is frustrating.",Too cartoonlike...cel-shaded
20171,"by
    
    Nintendo",2,"Update- July 21, 2013I'm playing this game again after many years and oh my, what a big disappointment.  It doesn't hold up at all!  A big name Zelda title is supposed to be the greatest day next to Christmas.  Wind Waker admittedly does a lot of things right but the trade off is that it does WAY more things wrong.  Where to begin with this mess...Let's begin with the dungeons.  All of them are boring and colorless in appearance, unnecessarily overlong and confusing to figure out.  It's not like in the 2D Zelda games where sword cutting action is combined with creative puzzles- THESE dungeons are 80% puzzles and 20% action.  Having to run through gigantic nearly-empty rooms with eerie music in the background doesn't qualify as epic either.  Nice try Nintendo.  The two dungeons that are most unforgivable are the water dungeon (Tower of the Gods) and the one that involves having to babysit... er, team up with a female bird lady character named Medli and help her through the dungeon (Earth Temple).  Even though Link and Medli work together, it still feels more like babysitting.  While the dungeon puzzles are honestly thought-provoking and you will feel a great sense of accomplishment upon figuring them out, these two dungeons are the reason I'm not going back to this game ever again.  Do you *really* want to persevere this kind of torture again?  These aren't the kind of puzzles you ever desire to repeat.  Not when they take forever just to get through.  Even if you were to attempt a speedrun through these dungeons, the tedious nature of grinding through puzzle after puzzle assures you won't be speedrunning at a pace you'd prefer.The water dungeon is probably the worse of the two, but then again, maybe not.  I wasn't stuck on it nearly as long as the Earth Temple but on the other hand, the obstacles I faced were probably a lot worse.  The best way to describe the dungeon is like this- the first half is occupied with flooded rooms where the water raises and lowers approximately every 10-15 seconds, and the second half is all about a series of tedious statue-pushing puzzles.  When I say the water goes up and down I mean exactly that- you have to *wait* for the water to rise or lower because Link will then be able to swim to a platform or room within reach.  This is all totally required on the part of the player if you actually want to complete the dungeon and of course, that's why you're playing the game.  You *have* to deal with the moving waters.  In one unbelievably horrific room, you have to light a torch and jump across a series of perfectly lined up crates floating on top of the water.  Oh but that's not all.  If you miss you'll jump in the water, which means your flame will go out and you'll have to re-light the torch and attempt to move across the crates once again.  And you have to line up the crates when the water temporarily recedes so there's a proper and accurate path for Link's jumping.  If not for Ocarina of Time's water dungeon, this would unquestionably be a STRONG contender for the worst dungeon ever made.The other dungeon I mention involves the female bird lady character (Medli) where you have to do a series of tedious tasks that involve lifting her up and carrying her around or she'll get stuck behind.  She's also often needed to pick up and fly around Link to high or faraway platforms/places, and the main theme seems to be taking your shield (or Medli's shield) and reflecting the light that shines through ceiling or wall cracks in order to break open more passageways, chests or secrets, giving you access to the next area.  Your shield is basically used as a weapon in these instances.  At first it seems creative but you have to do this same task over and OVER again, and since each room serves more as overlong puzzles, you'll be stuck in this castle for hours.  I guarantee it.  Wouldn't be so bad if the enemies (such as those high-pitched screaming skeletons that freeze Link in place) were more abundant instead of scarce.  The one thing that REALLY annoys me is that you have to play ""melody commands"" to activate Medli a certain way.  You have to do this so many times, not just here but throughout the game, that it totally overstays its welcome after a while.  It's out of place in a Zelda game.  Just because Link played the flute in the 2D games does NOT give Nintendo the right to stretch out this unbearable mini musical story for all its worth in the sequels.  Overdone, boring and unnecessary.  In the Wind Temple, you have to guide a little mechanical propeller-lifting chicken-like thing called Makar (at least, it *looks* like a skinned chicken don't you think?) to higher areas/platforms to activate blocks and other things.  The fun wears thin when the realization that you have to do this same task over and over creeps in.  A poor attempt at designing dungeons Nintendo.  Shame on you.You already know the next problem I'm going to mention since it's been said a thousand times by now.  The actual sailing to get from one island to another takes forever with little in the way of doing anything interesting along the way.  The sail boat moves incredibly slow, and even though sometimes you might talk to a helpful fish for advice and discover treasure chests full of rupees, trifocre charts/shards or heart container pieces along the way (and even a boring rupee-collecting mini game involving a boat race later on) none of these things make up for the tediousness of waiting... and waiting... and falling asleep!  and waiting some more, until your boat arrives to your destination.  Ugh.  You can control the boat anywhere you want but it's not like there's a whole lot to do.  I realize a lot of people dislike the bird flying in Skyward Sword because it takes a while to arrive to your desired island in that game as well, but at least it's more heroic, soaring and adventurous watching Link riding a bird and closing in on an approaching island.  Here... with a sail boat... it just doesn't deliver the same kind of excitement.  Though granted, the peaceful serenity of the nighttime sailing is pretty cool especially when you glance at the moon and stars above, and I even like when danger occasionally occurs (such as swarming sharks and cannonballs later on) because it adds a bit of suspense.  I mean you're on a mere sail boat and here comes danger!  This isn't as threatening of a situation as you might be thinking, however.Several of the errands you do in town are so bad it makes me crings just thinking about them.  Having to snap photos of a man and woman when they're together or when a man is putting mail in the town mailbox?  REALLY annoying.  Starting up a ferris wheel?  Delivering love letters to characters who don't even deserve to be loved?  Chasing school children in a hide and seek game so you can impress the school teacher who's nothing but a snotty high and mighty, unappreciative nobody?  She only cares about money and being glamorous and is someone that in reality I'd avoid like the plague!  The picture rearranging games you sometimes discover on the walls of one or two rooms are really annoying too and not worth the reward for completing them (50 rupees if I remember).  There's a few other instances of errand-related annoyances, some of which are requirements.  The one where you have to crawl through a series of crawl spaces in maze-like fashion is confusing since every room looks exactly the same but thankfully this area is short, and the other one where you have to figure out which doors with a flame above them leads to your prize at the end feels like yet another waste of time but, again, it's short.On the flipside, I can name three mini games that are awesome.  The auction bidding is the most noticeable one.  It's fairly realistic and pretty fun too, especially the tension you feel after you make a high bid and you nervously count down the seconds anticipating if anyone's going to top your bid.  The battleship mini game is really fun.  I could probably spend 30-45 minutes on this game alone.  The guy in charge of the battleship game is the worst human being I've ever seen in a Zelda game.  Completely unfunny.  And the leaf parachute game where the object is to float across the water and strategically use the tornadoes to elevate your height so you can reach the finish line is the best of the bunch.  These are really entertaining games.The boss fights are alright though most of them are quite easy to take down.  In fact other than Ganon, they're *all* easy to take down.  Maybe the strategies were fairly complex back in 2003, but these bosses are too simplistic and boring these days.  The one where you have to battle a gigantic bird on a rooftop is WAY too reminiscent of the Ridley fight from Metroid Prime.  Even his attack and flying patterns are similar.  The only difference is that you're using a sword instead of an arm cannon obviously since this is a Zelda game.  Ganon's first battle at the end of the game is basically a 3 dimensional version of the Moldorm worm from Link to the Past but a much faster and harder way of damaging.  This part of the fight offensively requires luck to defeat- just hope you'll be standing near Ganon's weak point ready to strike when he speeds by.  A final boss fight should always be strategic instead of lucky.  The cel-shading graphics were the topic of conversation back in the day but now they look sort of dark, uninteresting and overbearingly cutesy.  Link and Zelda have ugly eyes and heads, and their bodies aren't pretty either.  Some of the characters such as the pirate named Miss Tetra are really awesome, but fail in comparison to the greater variety and diversity that Link to the Past and Skyward Sword's character selection presents.  The Miss Tetra storyline takes a drastic horrible turn later on when... ugh.  I can't spoil it.  All potential pertaining to the pirate storyline falls apart once *this* happens.The enemy combat usually consists of being able to walk up to most armored guards/blob creatures (and a few others) and slash them to death with your sword.  Some of them require the leaf, bow and arrow or bombs to destroy however.  Even though dealing with them is really easy, we can't overlook that it's also *really* darn fun.  Usually the guards (Darknuts) don't pose much of a threat, but sometimes you will have to prepare to move Link out of the way of a lunging sword attack.  This is usually in the later half of the game.  It gets especially dangerous when there's 3 or more Darknuts on screen.  You may have to execute some stellar sword trickery to escape.  I LOVE that one super spin attack that enables Link to spin around with his sword like a hurricane for 10 seconds and basically eliminate a room full of problems, or at the very least severely damage everything in sight.  It's awesome.  Like I say above, the melody (button) commands are awful due to this being a requirement WAY too often.  You HAVE to do this in order to change the direction of the wind so your sail boat can reach the island of your choice.  Having to frequently command a melody to steer your sail boat to another direction/location gets boring after a while, and as I say above, doing it in the castles gets especially tiresome and reduntant.I like some of the items and weapons Link uses.  The rope is a nifty way of swinging across branches to reach high or faraway areas, and the leaf parachute offers a similar function.  I LOVE the impactful beauty and effects of launching ice and fire arrows at a target as well.  The bow and arrow is a dangerous weapon as you'd expect since it's Zelda where the bow and arrow has always been crucial for survival.  This weapon is especially helpful and frequent in Wind Waker it seems.  These items and weapons really bring out the adventurous surroundings.  The game is overall very generous with the rupees as well.  You'll be collecting them by the bucket load.  They have yellow and purple rupees which adds up your amount rather fast.  Silver rupees hidden in chests under the water can reward you with 200 rupees, and orange rupees give 100.  Red rupees are back (worth 20).  Blue and green ones too.  Insanely generous.  Unless you haven't been collecting them, you'll probably have close to 5,000 by the final dungeon.  The swinging of the sword flows remarkably well.  There's no confusion in how you want to attack an enemy either.  Your sword won't ever let you down in the heat of a battle, nor will Link's movements.  The game encourages you to walk right up to enemies and slice 'em up.  If you don't, well, they seem to back off and wander around the room for a while giving you plenty of time to make preparations for another attack.  Simply put, enemies usually aren't as relentless as YOU are which may be a good thing since it means the game is hardly ever overly difficult.What I HATE however is the overlong fetch quest concerning the triforce shards and the charts.  You have to find BOTH the charts and the shards in the open water which can take several hours of searching.  You'll be sailing around for a while, but an even bigger problem is that it's unnecessary to even *have* such a quest after all the hours of boat sailing that has already taken place by this point.  This entire quest is overkill and I despise it.  I'm not too crazy about having to re-fight the bosses again at the end of the game either.  This time the colors on screen change to black and white perhaps a way to make the adventure feel more intense, and when you land the final blow you're simply transported back to the dungeon to take on the next boss.  It's... strange to say the least.  There's no feeling of satisfaction when you defeat them once again.  Then again, like I say above, there's no feeling of satisfaction anyway due to the bosses being easy overall.  Though I suppose it works in a ""reminiscing over previous encounters"" kind of way which illustrates how far Link has come since his sister went missing/introduction of Miss Tetra near the beginning.Wind Waker encourages more exploring than sword combat, so be prepared to spend more time exploring for items and treasures and less time fighting.  This means exploring many and I mean MANY empty islands with nothing but grass, high cliffs and trees everywhere.  Many of these islands contain caves or holes where items and chests are hidden, some of which provide decent atmosphere I admit.  After all falling in a big hole and landing near streams and being surrounded by high mountains is a unique feeling of adventure.  However there are two particularly offensive rooms near the end of the game where you keep falling through hole after hole (about 30 of them total) fighting 90% of the enemy varities you've already encountered which may be cool and serves as a nice combat-oriented mission, but feels like a clumsy way of making up for the lack of combat you experienced up to this point.  Like Nintendo just tacked this section on to make up for the distinct lack of combat throughout the game.  I'd bet anything that these two parts of the game contain more than 50% of the enemies in the game overall.  Why not spread these enemies around the dungeons and the islands?The music however, is INCREDIBLE!  Perhaps the best soundtrack ever in a Zelda game.  The soothingly beautiful credits theme is amazing beyond description, but my favorite is the fast-paced Jethro Tull or Renaissance like theme music that plays whenever you arrive to a mini boss.  It's diverse enough to be classified as a progressive rock song, seriously.  Just LISTEN to how awesome it is!  Other songs are really melodic and fit in appropriately and excitedly with the heroic theme of the fairy tale locations the Zelda series is known for.  Oh and perhaps my favorite part of the game- the dramatic and uneasy music you hear whenever you encounter an enemy.  It's suspenseful and makes you feel paranoid, threatened and overwhelmed by the upcoming danger.  It's *awesome*.  There's even some perfectly utilized sound effects while this particular theme is playing giving off a feeling of mystery and uncertainty.  I don't particularly care for the annoying sounds Link makes though.  He should have remained silent.  At least we can breathe easy knowing the one ice section later on is short because Link sliding around sounds like a baby animal being massacred by a group of wild barbarians.  Oh and speaking of which, these ice and fire dungeons shouldn't technically be considered dungeons since they're only one or two rooms long.  It literally only takes 2 minutes to complete them.Overall, go with Skyward Sword for a better 3D representation instead.  That game better represents the Zelda formula on all counts especially graphics, storytelling and overall epicness (but not music though- Wind Waker takes the crown there).  Wind Waker just doesn't provide much in the way of substance or pacing.  The triforce chart/shard quest is a big, extremely overlong letdown almost making you not want to finish the game.  How many times have I wanted to give up on a Zelda game due to boredom?  Never before.  The islands should have been closer together too.  This would have helped trim down on the unnecessary length of the game.",really misses the mark in several areas
