,brand,overall,reviewText,summary
2337,Sony,2,"This could be considered the companion to Alien Trilogy as it takes place in the Fourth Movie following the first three presented in Alien Trilogy.  This game featured controls that people are more familiar with in these days, but didn't understand at the time.  The controls may be above average, and the graphics are excellent for the time, but seriously, the level design is a piece of crap!  What kind of space ship is this?  Very illogical design leads to BORING gameplay that is only fun for 5 minutes with invincibility turned on, otherwise you'll die in 2 minutes without it because you move soo slow.  An interesting thing is that if you get impregnated by a facehugger you won't be allowed to go through airlocks or elevators, which is interesting that they followed through on this principal with the chestbursters, and you'll have to find a device to take out the creature before the time runs out.  The thing that doesn't make sense with this is that even with a chestburster inside you, aliens will attack you, and that makes no sense.  Facehuggers can also attack you by hitting you with their tails.  Don't play this game, I'd rather watch the movie.","Ahead, and behind it's time."
2341,Sony,2,"Alien Ressurection the game, makes the movie of the same title look like an Oscar winning masterpiece (well, ok maybe not).  The only reason it got two stars was for the awesome atmosphere and graphics that this game has to offer plus the level of geniune fear and suspense that it conjurs up.Now for the bad...nothing ever really happens in this game.  At times, it is downright BORING.  You wander around in the pitch black half the time waiting for something really bad to happen...but it never does.  When I say this game is dark, I mean dark as in no light.  You can't see half the time and the worthless flashlight that you have runs out of batteries every five minutes.  The controls are sloppy and unnecessarily difficult.  The weapons/ammo are limited and you really have to search for them in some of the later levels which makes the game seem contrived, like they added that feature only to make the game longer.  Alien Trilogy was a much better game.  Like the Alien movies, too many sequels makes for a predictable and downright boring ride.",And you thought the movie was bad...
2344,Sony,2,"This could be considered the companion to Alien Trilogy as it takes place in the Fourth Movie following the first three presented in Alien Trilogy.  This game featured controls that people are more familiar with in these days, but didn't understand at the time.  The controls may be above average, and the graphics are excellent for the time, but seriously, the level design is a piece of crap!  What kind of space ship is this?  Very illogical design leads to BORING gameplay that is only fun for 5 minutes with invincibility turned on, otherwise you'll die in 2 minutes without it because you move soo slow.  An interesting thing is that if you get impregnated by a facehugger you won't be allowed to go through airlocks or elevators, which is interesting that they followed through on this principal with the chestbursters, and you'll have to find a device to take out the creature before the time runs out.  The thing that doesn't make sense with this is that even with a chestburster inside you, aliens will attack you, and that makes no sense.  Facehuggers can also attack you by hitting you with their tails.  Don't play this game, I'd rather watch the movie.","Ahead, and behind it's time."
2348,Sony,2,"Alien Ressurection the game, makes the movie of the same title look like an Oscar winning masterpiece (well, ok maybe not).  The only reason it got two stars was for the awesome atmosphere and graphics that this game has to offer plus the level of geniune fear and suspense that it conjurs up.Now for the bad...nothing ever really happens in this game.  At times, it is downright BORING.  You wander around in the pitch black half the time waiting for something really bad to happen...but it never does.  When I say this game is dark, I mean dark as in no light.  You can't see half the time and the worthless flashlight that you have runs out of batteries every five minutes.  The controls are sloppy and unnecessarily difficult.  The weapons/ammo are limited and you really have to search for them in some of the later levels which makes the game seem contrived, like they added that feature only to make the game longer.  Alien Trilogy was a much better game.  Like the Alien movies, too many sequels makes for a predictable and downright boring ride.",And you thought the movie was bad...
3522,Sony,1,"who is giving this good reviews? This has to be the worst RPG on PS1. Interestingly, Sony initially believed that JRPGs wouldnt sell well in the west, and they released japanese games only if they were action/ arcade games. This was the first JRPG released, and it was something of a surprise ""hit"". Its strong sales showed that there was a ready western market for JRPGs and led to the later high profile releases of classic rpgs such as final fantasy 7 and breath of fire 4.Like many PS1 owners at that time, I eagerly anticipated this game, hoping for an epic experience similar to final fantasy 6 on the SNES, but with incredible PSX graphics lol. Instead I got this horrible rubbish. Its completely generic with no personality whatsoever and includes every RPG cliche there is. Its extremely easy, with extremely simple mechanics, and also very long and tedious with endless dull battles.",oh my god horrible
3523,Sony,1,"Lots and LOTS of random battles, dumb characters, dumb gameplay, graphics that would look bad on the SNES (except for the constant battles). I played this when there were no other RPGs on the Playstation and I had the flu. With so many great RPGs out now, there is no reason for this game. Actually, there was no reason for it in the first place. I'm an RPG nut, but this one is just plain bad.",Utterly awful
3525,Sony,1,"I was given this game by a friend who didn't want it anymore.  Now I see why he was so quick to just give it away.  This game is the worst of all RPG's.  Weak story, repetitive gameplay, bad music, and graphics that make me wonder whether this is a Playstation game or a GameBoy Color game.  Stay away from this at all costs.  You'll see it selling for about $2.99 at some ebgames stores.  The price is that low for a reason.",Probably the PS1's worst RPG
3528,Sony,1,"who is giving this good reviews? This has to be the worst RPG on PS1. Interestingly, Sony initially believed that JRPGs wouldnt sell well in the west, and they released japanese games only if they were action/ arcade games. This was the first JRPG released, and it was something of a surprise ""hit"". Its strong sales showed that there was a ready western market for JRPGs and led to the later high profile releases of classic rpgs such as final fantasy 7 and breath of fire 4.Like many PS1 owners at that time, I eagerly anticipated this game, hoping for an epic experience similar to final fantasy 6 on the SNES, but with incredible PSX graphics lol. Instead I got this horrible rubbish. Its completely generic with no personality whatsoever and includes every RPG cliche there is. Its extremely easy, with extremely simple mechanics, and also very long and tedious with endless dull battles.",oh my god horrible
3529,Sony,1,"Lots and LOTS of random battles, dumb characters, dumb gameplay, graphics that would look bad on the SNES (except for the constant battles). I played this when there were no other RPGs on the Playstation and I had the flu. With so many great RPGs out now, there is no reason for this game. Actually, there was no reason for it in the first place. I'm an RPG nut, but this one is just plain bad.",Utterly awful
3531,Sony,1,"I was given this game by a friend who didn't want it anymore.  Now I see why he was so quick to just give it away.  This game is the worst of all RPG's.  Weak story, repetitive gameplay, bad music, and graphics that make me wonder whether this is a Playstation game or a GameBoy Color game.  Stay away from this at all costs.  You'll see it selling for about $2.99 at some ebgames stores.  The price is that low for a reason.",Probably the PS1's worst RPG
3616,"by
    
    Sony",2,"I'm rather baffled by all the positive reviews for this game.  I bought it a couple months ago after reading all the good reviews and thinking this game must be a shining gem that has withstood the test of time.  Well, now I'm rethinking that assumption... No doubt many people will disagree with me, but on with the review!Graphics (6/10): Sigh. Everything is pixelated. I'm not sure whether the graphics for this game were considered good when the game was released or not. On the bright side, the character designs are good as well as the towns.  The dungeons are another matter, but more on that later.Music (6/10): I still can't figure out why people claim this game has a great soundtrack.  I've even heard people claim that Grandia's music is some of their most favorite of all time.  I wonder if Grandia is the only RPG they've ever played?  Anyway, the majority of the tracks weren't too bad. Unfortuneately, I remember some pretty bad ones.  There's one jungle where the ""music"" seems to only be ambient jungle wildlife sounds, which got annoying after the 50th bird call.  Unlike others, I found the Gumbo song to be one of the most annoying village themes ever.  It's okay right at first, but then starts to grate on your nerves the longer you stay in the village.  One more thing-the voice acting deserves mention.  It's bad.  I rank it as the worst voiceing I've ever heard in a game.  It sounds like they literally pulled people off the street and offered them $10 to read off some lines. Terrible.Characters (7/10): The characters are interesting at first, until you realize that everyone's the same.  All possess the same plucky, happy-go-lucky adventurer personality.  I have nothing against light-hearted games, but everyone really did seem to have the exact same personality; there was just no balance to the party.  Speaking of party, there was a high rate of people joining and then permanently leaving, this (or something else?) really meant that no one really got any siginificant character development.  Most everyone had no back story of interest (or at all) and were not well developed.Story (5/10): Here's where Grandia really starts to ""sag in the saddle"", so to speak.  The first 1/4 of the game and the last 1/4 are interesting and engaging.  I really enjoyed the start in Parm; rummaging through people's houses, reading Justin's diary for some amusing stories, and laughing at the way any alcoholic references were changed to ""coffee"".  Man, those were good times.  Unfortunately, it all goes downhill from there.  The middle of the game becomes a neverending series of filler events.  The first couple ""villages in need"" or ""musty old ruins to explore"" didn't bother me at all, but after that, I started to feel like I was stuck on the wheel of karma or something.  It just got really repetitive, until I just knew the next village I came to would have to be saved by me from some disaster.  Well, what I refer to as the ""main"" story picked about the last quarter of the game, but it wasn't nearly original or interesting enough to make up for the huge amount of filler crap in the middle.  By then, only my sheer will power kept me playing to the end.Battle System (8/10): Nothing really wrong with the battle system.  It's a variant of turn-based, with a small bar in the corner indicating who will go next.  While the bar does let you see when you're characters will go, I didn't really find it all that useful.  What keeps this section from a perfect score is the abilities-and how you level them up.  Using them over and over again strengthens your magic, but not how you'd expect. SPEED increases, not strength.  I found this very frustrating and pointless. The speed doesn't really increase enough to make much difference- and leveling spells takes forever.Gameplay (4/10): Was the rotating camera really necessary? I've played games with rotating camera angles (like Xenogears) that worked just fine, but in this game it doesn't.  The problem lies in dungeon navigation. If the graphics had been better, or if there had been better dungeon design, perhaps navigation wouldn't be so confusing.  It's really hard to tell where you are because the dungeon design is so bland and repetitive; there are usually no landmarks with which to navigate, with the result that I actually wound up back at the entrance thinking it was the exit. On another note, something else that bothered me was the fact that even by the end of the game, you couldn't really return to much of anywhere you had been previously.  I kept expecting be able to return to Parm eventually, but no such luck.*NOTE: This part's an extremely important part--the game is glitchy.  It would freeze randomly, forcing me to reset and start over.  The cds themselves were in good condition with almost no scratches of any kind, and I've heard this same complaint before, which leads me to believe the glitches are a flaw of the game design.  This is a huge turnoff--this added in extra frustration to an already boring game. This flaw knocks points off the score.Overall (4/10): Note this score is not an average, it's my subjective overall score.  I must say, given the flaws of this game, I'd never play it again. It's too bad really, it could've been a decent game if the makers had cut out the middle of the ""plot"" and fixed the glitches.  I really wouldn't recommend this to anyone unless they absolutely have played every other good RPG out there and are just dying for something else to play.  Even then, it may be better to just replay an old favorite instead.",What's so Grand about this game anyway?
3620,"by
    
    Sony",1,"Strange how some people regard Grandia as the best Saturn RPG and one of the best on the PlayStation. While Grandia possesses some interesting qualities, it is completely dismantled by a series of devastating flaws that cripple the game. This review will be formulaic, but it will get the point across.The graphical engine was very good. 2D characters and 3D environments that can be rotated at will. I like nuances, and Grandia possesses many. I like knocking over teapots and making clotheslines as I walk into them. The spell effects were boring, however, and the FMV, while technically good at the time, just wasn't exciting.The music is overwrought and almost silly. The main themes seem bombastic and pretentious, as if the game is saying, &quot;Come look at me, I'm important!&quot; The compositions are impressive musically, but they feel emotionally hollow. There is one song, a piano &amp; violin duet, which I loved. It was completely gorgeous. I also liked how the combat music changed as the game continued. RPGs often frustrate me by giving me the same combat music through the entire 40 hour game.In Grandia, using specific kinds of magic or weapons makes you more skilled in that capacity. Naive gamers have said that Grandia's character growth system is innovative and interesting. It is not innovative, in my mind, and not interesting. Such systems have been done in 8-bit Final Fantasy games and reams of Japanese RPG with lower profiles (the SaGa games come to mind). Also, because the game is so long, you'll probably learn every spell and weapon technique about 50% though the game. Since this removes any real incentive to engage in combat, all future battles are suffocating in how boring they are.The combat is boring. This is mainly because it is incredibly easy. I didn't spend extra time advancing my characters (I tried to finish the game ASAP, actually), so I definitely wasn't too strong. Still, not a single boss offered any form of challenge. Even the final boss felt like nothing more than a ponderous standard encounter. It seems evident to me that a game cannot be exciting when there is no threat...no sense of danger or challenge. This wouldn't be _that_ bad if the battles didn't take so long. So, you get thousands of long, boring, simple fights over the course of the game. The dungeons are amateur in design, and made about 10 times more dreadful because of the combat. There's also a gauge in combat that shows when when each character will take an action. However, this does not create any real strategy because all the characters move at different speeds, so it's just a funky gimmick.The story is not bad, but it is badly told. It uses about every hackneyed Japanese RPG element imaginable, but it doesn't remedy this problem with interesting characters or compelling twists. The translation is just dumb. Sony broke it down to simple diction and pure, fatuous juvenalia. The &quot;romantic&quot; relationship between Justin and Feena is basically insulting -- it has the maturity of an elementary school infatuation. Sue is an utterly pointless character, who's involvement in the story is simple arbitrary and ridiculous. What is the creature &quot;Puffy&quot;? The game never explains. I expected some kind of enigmatic quality to the creature, with a revelation disclosing all at some point (like Nall in Lunar). This never happens. It's stupid. The voice acting is hideous. Attemps at humor fall flat. Attempts at emotional expression are cringe-inducing.The game took me about 50 hours to beat (though I tend to be slower than some). In my mind, the game is about 35 hours too long. So, expect the &quot;meat&quot; of the story to be padded with superfluous side-quests packed with obnoxious combat and torturous dialogue. I like side-quests...when they are optional or purposeful. In this game, the side-quests are neither. Adventures in a ghost ship or on a mysterious prehistoric valley might sound fun on paper, but without important story revelations or fun gameplay, it's boring. Granted about 10 hours of the game is pretty interesting. But that's a mere 20% of the game. In school, that would be an 'F'...a FAILING grade.The game is just tedious. It's boring and insipid and hackneyed to death. I'm sure there will be many who say, &quot;Grandia rulez! you lie!&quot; and give me a &quot;not helpful&quot; vote. I didn't write this to please anybody...I wrote it because I think Grandia does not deserve the praise it receives. Heed my word, and perhaps you will save 50 hours of you life. That's a long time! 50 Law &amp; Order episodes! A genuinely good RPG! Think about it.","Overrated, boring, and trite."
3632,"by
    
    Sony",2,"I'm rather baffled by all the positive reviews for this game.  I bought it a couple months ago after reading all the good reviews and thinking this game must be a shining gem that has withstood the test of time.  Well, now I'm rethinking that assumption... No doubt many people will disagree with me, but on with the review!Graphics (6/10): Sigh. Everything is pixelated. I'm not sure whether the graphics for this game were considered good when the game was released or not. On the bright side, the character designs are good as well as the towns.  The dungeons are another matter, but more on that later.Music (6/10): I still can't figure out why people claim this game has a great soundtrack.  I've even heard people claim that Grandia's music is some of their most favorite of all time.  I wonder if Grandia is the only RPG they've ever played?  Anyway, the majority of the tracks weren't too bad. Unfortuneately, I remember some pretty bad ones.  There's one jungle where the ""music"" seems to only be ambient jungle wildlife sounds, which got annoying after the 50th bird call.  Unlike others, I found the Gumbo song to be one of the most annoying village themes ever.  It's okay right at first, but then starts to grate on your nerves the longer you stay in the village.  One more thing-the voice acting deserves mention.  It's bad.  I rank it as the worst voiceing I've ever heard in a game.  It sounds like they literally pulled people off the street and offered them $10 to read off some lines. Terrible.Characters (7/10): The characters are interesting at first, until you realize that everyone's the same.  All possess the same plucky, happy-go-lucky adventurer personality.  I have nothing against light-hearted games, but everyone really did seem to have the exact same personality; there was just no balance to the party.  Speaking of party, there was a high rate of people joining and then permanently leaving, this (or something else?) really meant that no one really got any siginificant character development.  Most everyone had no back story of interest (or at all) and were not well developed.Story (5/10): Here's where Grandia really starts to ""sag in the saddle"", so to speak.  The first 1/4 of the game and the last 1/4 are interesting and engaging.  I really enjoyed the start in Parm; rummaging through people's houses, reading Justin's diary for some amusing stories, and laughing at the way any alcoholic references were changed to ""coffee"".  Man, those were good times.  Unfortunately, it all goes downhill from there.  The middle of the game becomes a neverending series of filler events.  The first couple ""villages in need"" or ""musty old ruins to explore"" didn't bother me at all, but after that, I started to feel like I was stuck on the wheel of karma or something.  It just got really repetitive, until I just knew the next village I came to would have to be saved by me from some disaster.  Well, what I refer to as the ""main"" story picked about the last quarter of the game, but it wasn't nearly original or interesting enough to make up for the huge amount of filler crap in the middle.  By then, only my sheer will power kept me playing to the end.Battle System (8/10): Nothing really wrong with the battle system.  It's a variant of turn-based, with a small bar in the corner indicating who will go next.  While the bar does let you see when you're characters will go, I didn't really find it all that useful.  What keeps this section from a perfect score is the abilities-and how you level them up.  Using them over and over again strengthens your magic, but not how you'd expect. SPEED increases, not strength.  I found this very frustrating and pointless. The speed doesn't really increase enough to make much difference- and leveling spells takes forever.Gameplay (4/10): Was the rotating camera really necessary? I've played games with rotating camera angles (like Xenogears) that worked just fine, but in this game it doesn't.  The problem lies in dungeon navigation. If the graphics had been better, or if there had been better dungeon design, perhaps navigation wouldn't be so confusing.  It's really hard to tell where you are because the dungeon design is so bland and repetitive; there are usually no landmarks with which to navigate, with the result that I actually wound up back at the entrance thinking it was the exit. On another note, something else that bothered me was the fact that even by the end of the game, you couldn't really return to much of anywhere you had been previously.  I kept expecting be able to return to Parm eventually, but no such luck.*NOTE: This part's an extremely important part--the game is glitchy.  It would freeze randomly, forcing me to reset and start over.  The cds themselves were in good condition with almost no scratches of any kind, and I've heard this same complaint before, which leads me to believe the glitches are a flaw of the game design.  This is a huge turnoff--this added in extra frustration to an already boring game. This flaw knocks points off the score.Overall (4/10): Note this score is not an average, it's my subjective overall score.  I must say, given the flaws of this game, I'd never play it again. It's too bad really, it could've been a decent game if the makers had cut out the middle of the ""plot"" and fixed the glitches.  I really wouldn't recommend this to anyone unless they absolutely have played every other good RPG out there and are just dying for something else to play.  Even then, it may be better to just replay an old favorite instead.",What's so Grand about this game anyway?
3636,"by
    
    Sony",1,"Strange how some people regard Grandia as the best Saturn RPG and one of the best on the PlayStation. While Grandia possesses some interesting qualities, it is completely dismantled by a series of devastating flaws that cripple the game. This review will be formulaic, but it will get the point across.The graphical engine was very good. 2D characters and 3D environments that can be rotated at will. I like nuances, and Grandia possesses many. I like knocking over teapots and making clotheslines as I walk into them. The spell effects were boring, however, and the FMV, while technically good at the time, just wasn't exciting.The music is overwrought and almost silly. The main themes seem bombastic and pretentious, as if the game is saying, &quot;Come look at me, I'm important!&quot; The compositions are impressive musically, but they feel emotionally hollow. There is one song, a piano &amp; violin duet, which I loved. It was completely gorgeous. I also liked how the combat music changed as the game continued. RPGs often frustrate me by giving me the same combat music through the entire 40 hour game.In Grandia, using specific kinds of magic or weapons makes you more skilled in that capacity. Naive gamers have said that Grandia's character growth system is innovative and interesting. It is not innovative, in my mind, and not interesting. Such systems have been done in 8-bit Final Fantasy games and reams of Japanese RPG with lower profiles (the SaGa games come to mind). Also, because the game is so long, you'll probably learn every spell and weapon technique about 50% though the game. Since this removes any real incentive to engage in combat, all future battles are suffocating in how boring they are.The combat is boring. This is mainly because it is incredibly easy. I didn't spend extra time advancing my characters (I tried to finish the game ASAP, actually), so I definitely wasn't too strong. Still, not a single boss offered any form of challenge. Even the final boss felt like nothing more than a ponderous standard encounter. It seems evident to me that a game cannot be exciting when there is no threat...no sense of danger or challenge. This wouldn't be _that_ bad if the battles didn't take so long. So, you get thousands of long, boring, simple fights over the course of the game. The dungeons are amateur in design, and made about 10 times more dreadful because of the combat. There's also a gauge in combat that shows when when each character will take an action. However, this does not create any real strategy because all the characters move at different speeds, so it's just a funky gimmick.The story is not bad, but it is badly told. It uses about every hackneyed Japanese RPG element imaginable, but it doesn't remedy this problem with interesting characters or compelling twists. The translation is just dumb. Sony broke it down to simple diction and pure, fatuous juvenalia. The &quot;romantic&quot; relationship between Justin and Feena is basically insulting -- it has the maturity of an elementary school infatuation. Sue is an utterly pointless character, who's involvement in the story is simple arbitrary and ridiculous. What is the creature &quot;Puffy&quot;? The game never explains. I expected some kind of enigmatic quality to the creature, with a revelation disclosing all at some point (like Nall in Lunar). This never happens. It's stupid. The voice acting is hideous. Attemps at humor fall flat. Attempts at emotional expression are cringe-inducing.The game took me about 50 hours to beat (though I tend to be slower than some). In my mind, the game is about 35 hours too long. So, expect the &quot;meat&quot; of the story to be padded with superfluous side-quests packed with obnoxious combat and torturous dialogue. I like side-quests...when they are optional or purposeful. In this game, the side-quests are neither. Adventures in a ghost ship or on a mysterious prehistoric valley might sound fun on paper, but without important story revelations or fun gameplay, it's boring. Granted about 10 hours of the game is pretty interesting. But that's a mere 20% of the game. In school, that would be an 'F'...a FAILING grade.The game is just tedious. It's boring and insipid and hackneyed to death. I'm sure there will be many who say, &quot;Grandia rulez! you lie!&quot; and give me a &quot;not helpful&quot; vote. I didn't write this to please anybody...I wrote it because I think Grandia does not deserve the praise it receives. Heed my word, and perhaps you will save 50 hours of you life. That's a long time! 50 Law &amp; Order episodes! A genuinely good RPG! Think about it.","Overrated, boring, and trite."
4280,"by
    
    Sony",1,"Well, where do I start?  We all know about the basics.......the lack of tech support, the missing roleplaying element, and the incredible lag. But it isn't these things that make this game so horrid to play.  One can wing  it without tech support........and I have on MANY occasions, out of  necessity........I can also wait out lag or just reconnect.  I missed the  &quot;Quest&quot; part of Everquest.....but still managed to get some  enjoyment out of the graphics.  Now.....here's the REAL reason why you  shouldn't get EverQuest.  After around level 15 or so (if you are a  talented soloist), you are FORCED to group to gain levels. That's right  folks.  You have NO choice in the matter.  Guess what this means?  This  means you have to group with 5 other vicious, backstabbing whining,  complaining 13 year olds that have absolutely no respect and little if any  regard for you.  I'd much rather put my trust in a rabid pit bull than  trust the life of my character to a cleric who plays like a  wizard.Enough said.  You will probably buy this game.....and probably  think back on this review and say &quot;Well, he was right after all&quot;.  And I have only one thing to say to that.........I TOLD YOU SO.",Extremely lucky I even gave it one star.
4289,"by
    
    Sony",1,"Well, where do I start?  We all know about the basics.......the lack of tech support, the missing roleplaying element, and the incredible lag. But it isn't these things that make this game so horrid to play.  One can wing  it without tech support........and I have on MANY occasions, out of  necessity........I can also wait out lag or just reconnect.  I missed the  &quot;Quest&quot; part of Everquest.....but still managed to get some  enjoyment out of the graphics.  Now.....here's the REAL reason why you  shouldn't get EverQuest.  After around level 15 or so (if you are a  talented soloist), you are FORCED to group to gain levels. That's right  folks.  You have NO choice in the matter.  Guess what this means?  This  means you have to group with 5 other vicious, backstabbing whining,  complaining 13 year olds that have absolutely no respect and little if any  regard for you.  I'd much rather put my trust in a rabid pit bull than  trust the life of my character to a cleric who plays like a  wizard.Enough said.  You will probably buy this game.....and probably  think back on this review and say &quot;Well, he was right after all&quot;.  And I have only one thing to say to that.........I TOLD YOU SO.",Extremely lucky I even gave it one star.
