,overall,brand,price,reviewTime_y,reviewText,summary
43310,4,H&amp;R Block,25.5,"02 26, 2003","I used TurboTax last year but after reading the horror stories customers wrote about registering, I opted for TaxCut for 2002 (plus TaxCut is cheaper).  The initial installation went very smoothly.  I then downloaded the updated files and forms.  I have a cable connection but it took rather a long time.  During the download, the process seemed to stall for a long time but eventually everything downloaded and updated properly.  Doing the program itself was easy - you are taken through an ""interview"" process in which you are asked to supply the information and numbers required to complete your return.  Piece of cake!  I supplied the information, printed out my return and checked it over, and it looks good.  Throughout the session you are kept informed of what the program is trying to do, and are given applicable links to click if you (the user) needs more information about the interview item.
Negatives: I updated the forms and files before the interview process brought up the subject.  When the interview suggested it, I clicked the button again and it seemed like the program froze.  There was no download status or other status box telling me what happened and when I clicked on other links, nothing happened.  I couldn't close the program, either (Windows XP) - the only way I could get out was to tell XP to turn off the whole computer, not just the program.  Maybe this happened because I already downloaded the update?  I don't know.  The other negative is that during the final check it gave me a warning that my FICA withheld was more than the the 6.2% limit, but that was not the case.  Maybe a rounding error?  I don't know about that, either.  But those are the two ""problems"" I experienced.
Other than that, the program ran smoothly and was well worth the money.  If you don't have a really complex return (if you have something that complicated then you should be able to afford a live person), it does the job in a competent way.  TurboTax worked well for me last year, but I think I will stick with TaxCut from now on because (1) it is cheaper; (2) no registration nightmare; and (3) LESS annoying ads for other vendors.  While TaxCut tries to get you to subscribe to other services, etc., it seems much less obnoxious than TurboTax.",Easy to Use
43311,4,H&amp;R Block,25.5,"02 22, 2003","I first purchased taxcut 5 years ago when Turbo tax started getting to pricey,TaxCut is less expensive, and easy to use.
I ""bought"" Tax Cut along with Money 2003 to take advantage of the free offer,---rebates for purchase price of both---- However, even if the special offer would not have been available I would have purchased TaxCut anyway",Buy for free
43312,4,H&amp;R Block,25.5,"02 4, 2003","I switched this year, and am happy. Turbotax's interface is a little slicker, but they both do the same thing, and Taxcut does it cheaper. It imports from Quicken and handles E-filing, and basically works just like Turbotax. (Four stars vice five for the less-than-perfect interface and because I had to call tech support about a form problem.)
 They had an initial problem with the AMT form (6251) but have corrected it with the latest upgrade. No spyware, no arrogance, free tech support. Buy with confidence!",Best Value-- Beats Turbotax
43313,4,H&amp;R Block,25.5,"06 18, 2003","I can't really compare this software to others, but I can say that it did a pretty good job for me. Just spend about 20 minutes answering questions in the beginning, and it will do most of the rest. My tax return consisted of several jobs for both my wife and I, working in two different states, mutual fund and stock purchases and sales, interest and capital gains income, and a mortgage. I thought this would make my return to complicated for a comuter software, but everything I needed was here. Nad if for some reason you don't like what it does, you can manually change any entry. However, if you manually change entries, you will not be allowed to e-file.
I installed this on my desktop, and again on my laptop to do some work when my wife was working on the desktop. This worked fine. But there is no clear way of letting one computer know what you did on another computer, so multiple installations are for the most part useless.
The one thing I don't like is that it seemed like procrastinators are rewarded for their laziness in that this software gets cheaper the nearer you get to April 15th, to the point where it become free after rebate.",My first tax-prep software
43314,4,H&amp;R Block,25.5,"03 21, 2003","I, like many other former TurboTax users, purchased the TaxCut software expecting a lower quality product that would get the job done with minimal bells and whistles.  I found that TaxCut is not only visually appealing in a simplistic yet professional manner but it is also incredibly easy to use.  It takes care of the biggest chunk of work by being able to import your tax file from the previous year for either TaxCut or TurboTax software.  This made the transition to TaxCut practically transparent.  TaxCut has all the features and functionality you'd expect in tax software without the spyware hocus-pocus of TurboTax.  I suspect it will take Intuit a while to recover from their design screw up.  Of course, that will depend greatly on H&R Block's ability to enhance and more aggressively market TaxCut.  This is the stuff that open market competition strives for!  Highly Recommended!",Good enough to convert me
43315,4,H&amp;R Block,35.5,"03 19, 2003","Taxcut is easy to use and my return is relatively simple, so I was mostly satisfied with it.  Contrary to  previous reviews, it does have an interview feature and I did not find that I had to enter the same information repeatedly.
On the downside, the program is full of bugs that range from the amusing (like saying ""I see that your spouse also moved this year"" when I am filing a single return!) to the scary (like forcing me to enter a value for a mortgage deduction when I do not own a home)  I run a small home based business and that seemed to extend Taxcut's capability to the maximum.  Taxcut worked fine this year, but if my business grows any larger,I'll switch to something else next year.",Never used Turbo Tax anyway
43316,4,H&amp;R Block,35.5,"03 19, 2003","Taxcut is easy to use and my return is relatively simple, so I was mostly satisfied with it.  Contrary to  previous reviews, it does have an interview feature and I did not find that I had to enter the same information repeatedly.
On the downside, the program is full of bugs that range from the amusing (like saying ""I see that your spouse also moved this year"" when I am filing a single return!) to the scary (like forcing me to enter a value for a mortgage deduction when I do not own a home)  I run a small home based business and that seemed to extend Taxcut's capability to the maximum.  Taxcut worked fine this year, but if my business grows any larger,I'll switch to something else next year.",Never used Turbo Tax anyway
43317,4,H&amp;R Block,35.5,"04 15, 2003",I thought this product did a workman-like job of doing what I needed it to do.  I liked that it interfaced well with the Federal version.,Did what I needed it to do
43318,4,H&amp;R Block,35.5,"02 2, 2003","The only ""glitch"" I encountered was at the final error check.  The program told me I failed to enter the date of my return, even though I followed each process exactly as the program instructed.  The program just failed to ask me (or recognize) what date I was filing my return.  Once that entry was manually made, it was clear sailing again.  I have used TaxCut software for the past 6 years and have been very pleased with how easy it is to prepare my returns.",Easy as pie
43319,4,H&amp;R Block,35.5,"04 15, 2003",I thought this product did a workman-like job of doing what I needed it to do.  I liked that it interfaced well with the Federal version.,Did what I needed it to do
43320,4,H&amp;R Block,35.5,"02 2, 2003","The only ""glitch"" I encountered was at the final error check.  The program told me I failed to enter the date of my return, even though I followed each process exactly as the program instructed.  The program just failed to ask me (or recognize) what date I was filing my return.  Once that entry was manually made, it was clear sailing again.  I have used TaxCut software for the past 6 years and have been very pleased with how easy it is to prepare my returns.",Easy as pie
43321,4,H&amp;R Block,26.9,"01 21, 2004","OK, I'm a head of a household, with kids, wife doesn't have a paying job, and we own a home.  I do the 401K thing, but not anything fancy for stocks, etc.  Up until last year, I used Turbotax exclusively, but was lucky enough to check the reviews before buying, and noticed the cdilla problem.  So I tried tax cut instead.  Totally simple, amazingly easy, brought in everything that I needed from turbotax quick as a wink.  Same basic moves as turbotax.  Asks you all the same questions without all the long movies. (I did find the movies helpful the first few years, though).  I remember liking the printouts better for turbotax, but that's about it.
If you have basic needs, and you have an idea how to do your taxes anyway, this will work just fine.  I'm going to buy turbotax this year since my quicken needs updating and they have a freebie, but other than that, for a simple clod like moiself, they're pretty much the same.  Same for the state version.
I'd give it 5 stars if it came with a cold beer....",Works Just Fine for Us Simple Folk
43322,4,H&amp;R Block,26.9,"12 12, 2003","What's not to like?
 It's cheaper that TurboTax, and does the same thing. Imports from financial software, does an ""interview-style"" return, imports last year's info, the usual stuff. Also allows e-file (you pay extra) and will support EFT to/from the IRS-- if you owe them money, you can have it sent on 4/15/04 and not pay any sooner than you need to.
 My return is complex, but it handled it well. Just as good as the competitor, and about five bucks less. Also a great rebate offer w/ MSFT Money; basically get Money '04 for free. I'm sold, I'm satisifed, and I'll be back next year.
 Four starts since it's just bare bones, but at this price, what do you want? I say don't bother paying for the extra movies and advisor stuff.",Meets my needs inexpensively
43323,4,H&amp;R Block,26.9,"01 21, 2004","OK, I'm a head of a household, with kids, wife doesn't have a paying job, and we own a home.  I do the 401K thing, but not anything fancy for stocks, etc.  Up until last year, I used Turbotax exclusively, but was lucky enough to check the reviews before buying, and noticed the cdilla problem.  So I tried tax cut instead.  Totally simple, amazingly easy, brought in everything that I needed from turbotax quick as a wink.  Same basic moves as turbotax.  Asks you all the same questions without all the long movies. (I did find the movies helpful the first few years, though).  I remember liking the printouts better for turbotax, but that's about it.
If you have basic needs, and you have an idea how to do your taxes anyway, this will work just fine.  I'm going to buy turbotax this year since my quicken needs updating and they have a freebie, but other than that, for a simple clod like moiself, they're pretty much the same.  Same for the state version.
I'd give it 5 stars if it came with a cold beer....",Works Just Fine for Us Simple Folk
43324,4,H&amp;R Block,26.9,"12 12, 2003","What's not to like?
 It's cheaper that TurboTax, and does the same thing. Imports from financial software, does an ""interview-style"" return, imports last year's info, the usual stuff. Also allows e-file (you pay extra) and will support EFT to/from the IRS-- if you owe them money, you can have it sent on 4/15/04 and not pay any sooner than you need to.
 My return is complex, but it handled it well. Just as good as the competitor, and about five bucks less. Also a great rebate offer w/ MSFT Money; basically get Money '04 for free. I'm sold, I'm satisifed, and I'll be back next year.
 Four starts since it's just bare bones, but at this price, what do you want? I say don't bother paying for the extra movies and advisor stuff.",Meets my needs inexpensively
43325,4,H&amp;R Block,35.8666666666667,"01 12, 2004",I've used TaxCut and TurboTax and TaxCut wins.  It meets my needs without ads and all the other nightmares described by Intuit's critics.  I had a problem downloading updates within the program but easily located what I needed on the TaxCut Web site.,Get's the job done...
43326,4,H&amp;R Block,35.8666666666667,"11 6, 2003","Last year, I switched from TurboTax to TaxCut. The main reason being that the makers of TurboTax decided to include a piece of spyware with their software which couldn't be deleted from your computer. Plus, you had to jump through considerable hoops in order to even install it. No more of that nonsense for me.
TaxCut, to be honest, seems to be a step behind TurboTax. Not a huge step, but a step nonetheless. The program is intuative enough, and will get the job done for you without the hassles though. Basically, it's a trade off. You get slightly less functionality with whole lot less hassle.",Made the switch from TurboTax.
43327,4,H&amp;R Block,35.8666666666667,"02 11, 2004","I've used this s/w before and have never had problems with it.
Admitedly my return isn't that complicated (Sch A, B, Ira's, etc) but still, not to bad.
It could be easier to navigate and to enter info directly onto schedules, but other than that no complaint. I've e-filed perfectly the 1st time everytime I've used it.
Let's just see about the rebates though, I pray it's not the scam it is w/ Turbo Tax.",Decent software
43328,4,H&amp;R Block,35.8666666666667,"02 9, 2004","Tax Cut did everything I expected and more.  The four stars was only because it was a little difficult to read the help messages and their rebates are a borderline scam (save absolutely all your receipts and retail paperwork, or you may not have what they require for the rebate)...  Improvements there would give it five in my book.  I'm not sure why all the complaining, Tax Cut worked fine for me.",Worked well for me
43329,4,H&amp;R Block,35.8666666666667,"02 6, 2004","This review is for people who use 1040. I did not have any major problems when using the TaxCut:-
1. I managed to import data from TaxCut 2002 so I saved time when doing my tax.
2. It did all the calculations for me (save time)
3. All the smart 'gadgets' ask the questions to make you aware of your financial matters during 2003.
4. Any discrepancies, it will tell you when you 'run' the
'Check my form-utility' thing. So, you can do the validations yourself.
5. When it comes to doing tax, this thing is as good as it gets - if you compare it to the tax advisor(1040 form only! I cannot talk for other types of forms). I cannot justify paying $150 to a tax advisor when my return is about $500.00.
6. When you e-file, it asks for your Adjusted Gross Income. It's very handy because TaxCut remembered it for me - by retrieving it from my 2002 data.
Potential Problems(Well these are the problems that I faced)
------------------------------------------------------------
1. Resolution problem. my laptop has a very high resolution (1600 X 1200) so some of the texts and lines do not appear correctly. I had to re-install it on my pc (has a regular resolution) and it works fine!
2. E-file tax rebate problem
What an Einstein! Who put a rebate form in the Quick Guider. I'm not a messy person so I threw away the quick guide. Guess what, I threw away the e-file rebate for ($14.95). I am still waiting for them to get back to me.
3. Multiple stamps for multiple rebate forms
My god! I have to use 4 stamps to get the rebates back. Plus you have to photocopy your receipts 4 times, and the serial numbers too. Yup, when giving back money, they don't make it easy for you.
4. It rounded some numbers for my capital gains/loss(in state form) , i.e. $37.8, but left it 'un-round' in my federal formi,e $32.78.
Hence, I received some warnings when trying to e-file the state tax.
5. The annoying part is when you want to get back to the software, it doesn't know where you left off. Hence, you have to remember what you did last time.
Overall, I am pretty happy with TaxCut. I was using Turbo Tax for a while but the 'copyright' thing bothers me. I don't want a software vendor to install any malicious monitoring program on my pc.
My suggestion:
1. Make sure you gather all your receipts first before start working on the forms - That is one thing that it can't do; advise you that you forget to file your capital gains/losses.
2. Print out the forms and verify the numbers before you e-file them. I just wanted to be sure.",It does the job
43330,4,H&amp;R Block,35.8666666666667,"01 31, 2004","I have been a loyal Turbotax user for years and decided to tryout TaxCut this year.  I was EXTREMELY unhappy after last year's fiasco where Intuit installed Spyware without users knowledge in order to cutdown on copyright infringement of their product.  Unfortunately, they ticked off the loyal users like myself.  I believe they have lost/will lose more sales based on that fiasco than they could've possibly saved by catching a few people trying to copyright infringe!

Anyway, I was impressed with TaxCut especially for the price.  I paid about 40% less for TaxCut Deluxe & TaxCut State than I would have paid for Turbotax Deluxe & Turbotax State.

For the most part, the programs are very similar.  TaxCut does the usual interview process just like Turbotax and it makes it very easy to work with.  Where TaxCut needs a bit more polish is in the fine details.  Missing was the ability to save your tax returns into Adobe Acrobat format.  I love that feature in Turbotax and really missed it.

In addition, I had a little trouble with form 4767 because I claim deductions for a home office and sold my house/moved this year.  It worked out after some reading of the help file and IRS.gov site, but it could've been more intuitive.

Other than those couple of items, I was very happy with the program(s).  I ran my return through Turbotax's website (without purchasing or filing it) and the numbers came out the same so I am satisfied with the accuracy of the software as well.  Overall I'm glad I switched to TaxCut this year.  I doubt I'll look at Turbotax in the future.","Not as polished at Turbotax, but better value!"
43331,4,H&amp;R Block,35.8666666666667,"01 30, 2004","My Dad uses turbo tax(he has the paperwork in quickenbooks, don't ask about the problems with that product) and I have been using taxcut so I have had the time to compare the products, and have to question what product  the people complaining about the user interface are talking about.  I see really no meaningful difference between the two.
Personnaly I will stick with and recommend  taxcut for 3 reasons
1) Does not have a history of installing stupid additional software with it.
2) has all the features of turbo tax for the average user(if you are running a buisiness and have a tax consultant go with turbo tax)
3) it is cheaper.
If you want additional support of have alot of capital gains from stocks get the premium version.",What product are theses others reviewing.
43332,4,H&amp;R Block,35.8666666666667,"08 7, 2004","I have been using TaxCut for several years and have not experienced any problems with the program.  I do have to file the 1040 and have to use several of the various worksheets, but do not have a home office or some of the other complications mentioned in other reviews.

I think it is a wonderful tool that has saved me a lot of time preparing my family's tax returns.","Good value, experienced no problems"
43333,4,H&amp;R Block,35.8666666666667,"01 12, 2004",I've used TaxCut and TurboTax and TaxCut wins.  It meets my needs without ads and all the other nightmares described by Intuit's critics.  I had a problem downloading updates within the program but easily located what I needed on the TaxCut Web site.,Get's the job done...
43334,4,H&amp;R Block,35.8666666666667,"11 6, 2003","Last year, I switched from TurboTax to TaxCut. The main reason being that the makers of TurboTax decided to include a piece of spyware with their software which couldn't be deleted from your computer. Plus, you had to jump through considerable hoops in order to even install it. No more of that nonsense for me.
TaxCut, to be honest, seems to be a step behind TurboTax. Not a huge step, but a step nonetheless. The program is intuative enough, and will get the job done for you without the hassles though. Basically, it's a trade off. You get slightly less functionality with whole lot less hassle.",Made the switch from TurboTax.
43335,4,H&amp;R Block,35.8666666666667,"02 11, 2004","I've used this s/w before and have never had problems with it.
Admitedly my return isn't that complicated (Sch A, B, Ira's, etc) but still, not to bad.
It could be easier to navigate and to enter info directly onto schedules, but other than that no complaint. I've e-filed perfectly the 1st time everytime I've used it.
Let's just see about the rebates though, I pray it's not the scam it is w/ Turbo Tax.",Decent software
43336,4,H&amp;R Block,35.8666666666667,"02 9, 2004","Tax Cut did everything I expected and more.  The four stars was only because it was a little difficult to read the help messages and their rebates are a borderline scam (save absolutely all your receipts and retail paperwork, or you may not have what they require for the rebate)...  Improvements there would give it five in my book.  I'm not sure why all the complaining, Tax Cut worked fine for me.",Worked well for me
43337,4,H&amp;R Block,35.8666666666667,"02 6, 2004","This review is for people who use 1040. I did not have any major problems when using the TaxCut:-
1. I managed to import data from TaxCut 2002 so I saved time when doing my tax.
2. It did all the calculations for me (save time)
3. All the smart 'gadgets' ask the questions to make you aware of your financial matters during 2003.
4. Any discrepancies, it will tell you when you 'run' the
'Check my form-utility' thing. So, you can do the validations yourself.
5. When it comes to doing tax, this thing is as good as it gets - if you compare it to the tax advisor(1040 form only! I cannot talk for other types of forms). I cannot justify paying $150 to a tax advisor when my return is about $500.00.
6. When you e-file, it asks for your Adjusted Gross Income. It's very handy because TaxCut remembered it for me - by retrieving it from my 2002 data.
Potential Problems(Well these are the problems that I faced)
------------------------------------------------------------
1. Resolution problem. my laptop has a very high resolution (1600 X 1200) so some of the texts and lines do not appear correctly. I had to re-install it on my pc (has a regular resolution) and it works fine!
2. E-file tax rebate problem
What an Einstein! Who put a rebate form in the Quick Guider. I'm not a messy person so I threw away the quick guide. Guess what, I threw away the e-file rebate for ($14.95). I am still waiting for them to get back to me.
3. Multiple stamps for multiple rebate forms
My god! I have to use 4 stamps to get the rebates back. Plus you have to photocopy your receipts 4 times, and the serial numbers too. Yup, when giving back money, they don't make it easy for you.
4. It rounded some numbers for my capital gains/loss(in state form) , i.e. $37.8, but left it 'un-round' in my federal formi,e $32.78.
Hence, I received some warnings when trying to e-file the state tax.
5. The annoying part is when you want to get back to the software, it doesn't know where you left off. Hence, you have to remember what you did last time.
Overall, I am pretty happy with TaxCut. I was using Turbo Tax for a while but the 'copyright' thing bothers me. I don't want a software vendor to install any malicious monitoring program on my pc.
My suggestion:
1. Make sure you gather all your receipts first before start working on the forms - That is one thing that it can't do; advise you that you forget to file your capital gains/losses.
2. Print out the forms and verify the numbers before you e-file them. I just wanted to be sure.",It does the job
