,overall,brand,price,reviewTime_y,reviewText,summary
2229,1,H&amp;R Block,35.5,"02 24, 2003","I started a parntership and a corporation this year and went to look for tax preparation software.  Tax Cut Home and Business was cheaper than the alternate Turbo Tax product.  The lower cost and the reviews I read on this site caused me to buy the Tax Cut Home and Business 2002, even though I have always used Turbo Tax for my personal taxes.  I received my Tax Cut last week and started to prepare my return.  Frequently the interview at Tax Cut just says ""fill in the form"".  Never in whole interview did the program mention how to handle my organizational costs (must be amortized over a minimum of five years).  After messing with that for an hour or so and getting poor results, I got back on Amazon.com and ordered Turbo Tax Business 2002, hoping it would be more like I am used to with the good interview that puts everything in the forms for you.  It arrived one week later and I installed it and prepared my partnership return and K-1's.  The Turbo Tax was great.  The interview upon asking if I started the partnership this year, then guided me through how to handle the organizational costs.  The interview never just said go ahead and fill in the forms, it asks you for everything and puts it in the form.  While the Turbo Tax cost a lot more, it was worth every penny.  The complaints about not being able to install it on other computers do not affect me, since I am using it on the one I have.  If you need it on multiple computers you have to buy additional licenses.  I highly recommend getting the Turbo Tax Business 2002 over Tax Cut Home and Business.  The ease of use and detailed interview process was worth every penny extra I had to spend.  My only wasted money was the worthless copy of Tax Cut I now own.",Don't waste your money
2230,1,H&amp;R Block,35.5,"02 7, 2003","After I have removed some previously entered Schedule D transactions it still prints security name on the printed forms. The same forms printed ""not for filing"" or displayed on the screen do not have these records, so there is no way to remove this garbage.
 Investors/Traders who have wash sales should consider TurboTax Deluxe rather then TaxCut Platinum.
 Product integration with GainsKeeper is incomplete. TaxCut is unable to import Wash Sales from GK. Transactions, which do not result in wash sales, are imported correctly.
I have asked TaxCut customer support regarding integration with GainsKeeper. Contrary to product specification they responded that TaxCut can import data only from Quicken/MS Money, but not GK. Response to my other technical question about arranging schedule D transactions in particular order was even more useless...","Buggy, Does not do what is promised; Support is useless;"
2231,1,H&amp;R Block,35.5,"02 6, 2003","I read this years reviews for Turbo Tax and discovered that Turbo Tax was charging $.. more for their Mac Version, which didn't seem fair, so I decided to give Tax Cut a try this year. Big Mistake.
First of all, Tax Cut's Mac State products will not be out till February 28th (you have to really dig deep in their site to discover this).  This contradicts other information given by their site and by customer support that indicates it is available now.
Also, at present, the most current (Feb 6th) updated Mac version of the Federal Tax Cut has a bug which prevents you from passing the review (you can not file).  The Error indicates you should upgrade to the newest version available mid-January.  I just sent this error report in to them last night, so I can only guess when it will be fixed.
Finally, the program is not a nice a product as Turbo Tax is (or at least, as last year's was).  The implementation is crude.  Video help had decompression problems.  But worst of all, every time you double-click a word that you want defined you have to go out to the taxcut.com website to see the result.  Please.... How hard would it have been to define these terms within the program?  Thank goodness I have a cable modem, always on, connection.
It is really so bad that if my e-mails to TaxCut do not get resolution in a few days, I am going to just eat the cost of this poor product and pay the extra $.. and by this years Turbo Tax for Mac.
I'll update this review and make it more positive if I receive positive resolution, but if I bail, I am going to let this one stand.","Poor support for Macintosh, not as nice as Turbo Tax"
2232,1,H&amp;R Block,35.5,"02 7, 2003","After I have removed some previously entered Schedule D transactions it still prints security name on the printed forms. The same forms printed ""not for filing"" or displayed on the screen do not have these records, so there is no way to remove this garbage.
 Investors/Traders who have wash sales should consider TurboTax Deluxe rather then TaxCut Platinum.
 Product integration with GainsKeeper is incomplete. TaxCut is unable to import Wash Sales from GK. Transactions, which do not result in wash sales, are imported correctly.
I have asked TaxCut customer support regarding integration with GainsKeeper. Contrary to product specification they responded that TaxCut can import data only from Quicken/MS Money, but not GK. Response to my other technical question about arranging schedule D transactions in particular order was even more useless...","Buggy, Does not do what is promised; Support is useless;"
2233,1,H&amp;R Block,35.5,"02 6, 2003","I read this years reviews for Turbo Tax and discovered that Turbo Tax was charging $.. more for their Mac Version, which didn't seem fair, so I decided to give Tax Cut a try this year. Big Mistake.
First of all, Tax Cut's Mac State products will not be out till February 28th (you have to really dig deep in their site to discover this).  This contradicts other information given by their site and by customer support that indicates it is available now.
Also, at present, the most current (Feb 6th) updated Mac version of the Federal Tax Cut has a bug which prevents you from passing the review (you can not file).  The Error indicates you should upgrade to the newest version available mid-January.  I just sent this error report in to them last night, so I can only guess when it will be fixed.
Finally, the program is not a nice a product as Turbo Tax is (or at least, as last year's was).  The implementation is crude.  Video help had decompression problems.  But worst of all, every time you double-click a word that you want defined you have to go out to the taxcut.com website to see the result.  Please.... How hard would it have been to define these terms within the program?  Thank goodness I have a cable modem, always on, connection.
It is really so bad that if my e-mails to TaxCut do not get resolution in a few days, I am going to just eat the cost of this poor product and pay the extra $.. and by this years Turbo Tax for Mac.
I'll update this review and make it more positive if I receive positive resolution, but if I bail, I am going to let this one stand.","Poor support for Macintosh, not as nice as Turbo Tax"
2234,1,H&amp;R Block,35.5,"04 13, 2003","Only after double and triple checking every line could I be sure that my state return was accurate.  I would have saved time by using pencil and paper.  While the Taxcut Federal software I used was semi-respectable, this is a disgrace!  Many entries are not calculated automatically (at least for the DC version), you have to calculate a value youself and enter in the box!  Unless your return is very simple, I guarantee you will file an incorrect return if you trust this software blindly.",Terrible tax software
2235,1,H&amp;R Block,35.5,"03 18, 2003","I used TurboTax (Federal) last year.  That was my first experience using a tax preparation software instead of the paper form, a pen and my brain.  It gave me a pretty pleasant result.
This year I was lured to TaxCut due to various discounts - big mistake. I managed to get the Federal form completed after downloading the ""company planned"" updates.  But the state version of TaxCut is more than useless.  I need to fill taxes for two states and the CD in the State package can only install one state - the other state ""must"" be installed through website - not practical for my slow modem connection...  I am trying to find the downloadable version for the second state.",TaxCut for state stinks
2236,1,H&amp;R Block,35.5,"02 12, 2003","Will not allow you to electronically file with a state of prior residence.  Did not provide or support many of the forms for Wisconsin.  Really has trouble with W2's from different states.
It was a waste of money.",Useless for any other than your state of current residence
2237,1,H&amp;R Block,35.5,"01 31, 2003","I had to pay cash for my State Tax (Arkansas) so when I read that the program would not apply if I lived in the state for less than than one year I was...  I paid [$$] to be told ""Sorry you must use manual forms from your state""!  How do you find this out?
Load the Taxcut Federal Program, compute your tax. Load the state program and it computes your state tax with the ""Sorry"" caveat.
If you have moved in the past year, don""t buy this program. If you pay nothing for it- you get what you pay for.","Sorry, you cant use this if you have been in state < 1 year"
2238,1,H&amp;R Block,35.5,"04 13, 2003","Only after double and triple checking every line could I be sure that my state return was accurate.  I would have saved time by using pencil and paper.  While the Taxcut Federal software I used was semi-respectable, this is a disgrace!  Many entries are not calculated automatically (at least for the DC version), you have to calculate a value youself and enter in the box!  Unless your return is very simple, I guarantee you will file an incorrect return if you trust this software blindly.",Terrible tax software
2239,1,H&amp;R Block,35.5,"03 18, 2003","I used TurboTax (Federal) last year.  That was my first experience using a tax preparation software instead of the paper form, a pen and my brain.  It gave me a pretty pleasant result.
This year I was lured to TaxCut due to various discounts - big mistake. I managed to get the Federal form completed after downloading the ""company planned"" updates.  But the state version of TaxCut is more than useless.  I need to fill taxes for two states and the CD in the State package can only install one state - the other state ""must"" be installed through website - not practical for my slow modem connection...  I am trying to find the downloadable version for the second state.",TaxCut for state stinks
2240,1,H&amp;R Block,35.5,"02 12, 2003","Will not allow you to electronically file with a state of prior residence.  Did not provide or support many of the forms for Wisconsin.  Really has trouble with W2's from different states.
It was a waste of money.",Useless for any other than your state of current residence
2241,1,H&amp;R Block,35.5,"01 31, 2003","I had to pay cash for my State Tax (Arkansas) so when I read that the program would not apply if I lived in the state for less than than one year I was...  I paid [$$] to be told ""Sorry you must use manual forms from your state""!  How do you find this out?
Load the Taxcut Federal Program, compute your tax. Load the state program and it computes your state tax with the ""Sorry"" caveat.
If you have moved in the past year, don""t buy this program. If you pay nothing for it- you get what you pay for.","Sorry, you cant use this if you have been in state < 1 year"
2242,1,H&amp;R Block,26.9,"04 15, 2004","I've used many different pieces of tax prep software through the years, and this is by far the worst of the lot. Simply put, the programming is terrible, making the user jump through proverbial hoops to get anything but a single-income-source, vanilla return completed competently.
For example, answering one question incorrectly in the ""interview"" section can, not surprisingly, lead to a slew of related schedules and worksheets being added to your file that you don't need;  which would be perfectly fine if it were easy to then remove them. However, that's not the case at all. To the contrary, this program makes it frustratingly difficult -- actually almost impossible -- to correct such mistakes without inspiring the program to then say your return is riddled with tax ""errors"" that must be fixed (or else you can't move forward).
In any event, this software could be a lot better. If you can enter all of your information correctly the first time through, then it's probably okay. But after spending an hour trying to undo one simple mistake that took 5 seconds to make, I won't use it again. Because user-friendly is supposed to be just that, and this isn't.",Accurate? Who are they kidding????
2243,1,H&amp;R Block,26.9,"03 16, 2004","Horrible download support and service from Amazon.  Good luck trying to download this software from Amazon- myself and 2 office co-workers could not download the software.
Your best bet is to goto the store and buy the CD.",Don't download from Amazon!!
