,brand,overall,reviewText,summary
14,Nintendo,5,"This was the first real game I ever played along with the first I ever owned. Despite the fact that I've grown out of many kids games and spend my time focused on M-rated games with a lot of violence or sexual themes, this is one of those games I most definitely have not grown out of. I love the tracks, the weapons, the characters(Yoshi's my favorite), and simplely how much fun this game still delivers to this very day. The replay value is endless, and multiplayer is still very engaging(It's always fun to humiliate your friends at this game). This game is what got me started on games and it will continue to be one of my most memorable games in my life as a gamer.",NEVER GETS OLD 9.5 OUT OF 10
15,Nintendo,5,"It has spawned such classic levels (as I recall) such as Luigi's Circuit, Moo Moo Farm, Frappe's Snowland, Toad's Turnpike, Koopa Troopa Beach, Banshee Highway, Bowser's (infamous) Castle, Wario's Stadium and the ridiculously long and bright track, Rainbow Road, which has spawned at LEAST 5 different versions throughout the series!My all-time favorite level in the game is actually Sherbet Land. It's filled with ice and is just fun to cruise through! And the penguins that you can run into are so cute!The playable characters are your basic eight: Mario (balance), Luigi (balanced), Princess Peach (lightweight), Toad (lightweight), Yoshi (advanced), Donkey Kong (heavyweight), Wario (heavyweight) and Bowser (the heavi""est""weight).This game is very, VERY easy to just pick up and play with friends. The controls are simple as all get out and the characters look pretty cool, for a N64 game. The sounds they make are cool too!If you want something that 4 guys (and/or girls) can enjoy, this is the right move!* PROS *-Bright, colorful boards.-Addicting sound effects.-Semi-interesting characters.-Fun tracks.-4-Way BATTLE. Nuff said.-8 Semi-unique characters* CONS *-Sound comes through in 1-player or 2-player mode, but fails to when playing with 2 or 3 friends-16 levels just isn't enough to satisfy the average gamer's thirst-The music can be annoying/nauseating to some-When you're in 1st, you get crappy items. When you're last, you get the best ones, usually landing you in 1st/2nd/3rdCons aside, I spent countless hours with friends that I cherished playing this game. It will bring smiles to your faces for months to come. If you like this and own a Nintendo DS or a DS Lite (shame on ALL of you who don't!), then I totally recommend Mario Kart DS also. More levels and more mayhem. Did I mention even more characters?!4.5 stars.",Great game overall.
16,Nintendo,5,"even with all the improvements in systems, games, graphics, etc., this one remains a classic in all sense of the word.",classic game
17,Nintendo,5,"People say GoldenEye was a much multiplayer than this game, but I've spent more happy hours racing my friends in Mario Kart 64 than blowing people up with proximity mines in the Complex in GoldenEye.Lots of people extol the graphics in GoldenEye, but graphics in Mario Kart 64 is better. First of all, it has a lower polygon count and the characters look much better. The gameplay is simple, but that only means it's easier to learn. The card that comes with the game tells you everything you need to know so all you have to do is plop the game inside the console and start playing.So the characters don't say much. It's mainly just a simple &quot;Yippee!&quot; or &quot;I'm-a Wario and I'm-a gonna win!,&quot; but there's much more in-game speech than GoldenEye. Sound effects are fine too. The soundtrack is excellent. It ranges from coutry to smooth jazz. Even some major critics of video game music I know have said that the music here is great. You know Koji Kondo's doing something right hearing that.Mario Kart 64 is addicting with four players, and it can be addicting with one player too. The Time Trials may be a little disappointing, but the Mario GP had me coming back for more.The game is one of the best racing games on the N64. It's better than WaveRace, Diddy Kong Racing, F-Zero X, and even Excitebike 64. Heck it's one of the best games on the N64! If you haven't played this game, then you don't know what you're missing.",The Game of 1997!
18,Nintendo,5,"This was the first 'Kart' game quite like this.. there isn't any 'Kart' game like this either outside of the Mario franchise. If you think you can find a better Karting game out there, I'd like to see you find it and show me, because from my finds and plays, this is the only game that is worth playing. From DK to Bowser, Peach to Toad, this game has most of the characters that have been involved with Mario in some way. The graphics are great for its time, the sound is fun, the worlds are colorful, the idea is great. Who wouldn't like this game- at ANY age? I'm not sure, but if you don't, you amy need to see a doctor. This is the best Kart game ever, and the best Mario Kart game ever.",Amazing
19,Nintendo,5,I have loved this game from day 1. I was happy to find it and receive it quickly and safely.,Very Happy
20,Nintendo,5,Cool game.But I think Toad is the fastest of the crew. I usedto be an expert at it.I was even born an expert....,A cool game Even better than Super Mario Kart super circuit.
21,Nintendo,5,"Excellent game all around except one thing....The game CHEATS.You can be in first place and magically all the computer controlled racers somehow manage to catch up to you anyway.Now, if you're in last place you literally have no chance of catching up.Not fair.Not cool.That aside....if you develop your skills you'll still win.After much practice I still managed to beat the game even though it blatantly cheats.Great graphics.Every character you love from the Mario universe.I think Toad is my favorite, when he gets hit LOL. The noise he (it?) makes is hilarious.The courses are inventive and enjoyable.The music fits in perfectly.Did I mention it cheats?That's my only complaint.Otherwise another five star winner from Nintendo.Highly recommended.",Incredible racer.
22,Nintendo,4,"This is a must-have for your N64.  It is fun to play by yourself, but the most fun is when you play with 1-3 friends.  :)  The graphics are not the greatest, but it usually doesn't affect the gameplay.  A classic N64 game.",Mario Kart 64
23,Nintendo,5,I used to play this game all the time when I was a kid. I recently came into an N64 and just had to get it. Game works perfectly and it arrived quickly.,Memories
24,Nintendo,5,"This is an excellent game! Once you start playing you cannot stop until you actually beat it! This has averythingn a GOOD game should have: Excellent graphics, excellent gameplay, good2-player mode, and good sound. The only flaw in this game is... well... their are no flaws, this game gets a SOLID 5. Thanks for reading my review. Happy Gaming. P.S. Don't buy Pokemon Snap... Thanks!",EXCELLENT Game
25,Nintendo,5,"Truly a classic. This game was one of the first I got for the N64, and it is one of my favorites today. As it gives graphics that were hardly ever seen in the early N64 days, it also has gameplay almost unmatched by the games of it's era. The sound is moderate, but sound isnt a very big facter in deciding the rating of the game.A followup on the early SNES version that was also a hit, this game was certainly watched before it's release date, as it stormed into the N64 world and took many fans (as you can see from it's very high review in many chances) right away. It was considered as a very high class game then, and now too. Many of the N64 owners today have one in their hands, and many of those have played the game for over 24 hrs.This game has wonderful graphics and sound for the era that it was made in. The size of a typical game back then, but with the technical advancements of some of the games today. The graphics are very good, as you can distinguish all characters and objects faster than immediatly. The game also shows no slow down rate no matter how many characters or items are on the screen at the same time.  The sound is entertaining for a while, and it is different for almost all of the 16 courses, showing wonderful compositions with goofy sound added noises at parts.The gameplay is also great. You may pick one of 8 characters to race with. On a small go - cart, you must race on one of the 16 courses and try to get in first. There are many modes. You can race with a group of 8 racers in a grand prix mode, where you may race a total of 4 races and accumulate points. A vs. mode race will put you against a friend or 2 (or 3) in a single race. There is also a battle mode, which will put you against 1 to 3 other players where the last one alive wins.The items in the game play a big part. Some will boost your speed, while some are used to slow down enemies. Some steal enemies items, and some let you do things such as go invincible or invisible. Most of the however, are used to smash your opponents into the air and slow them down. In battle, it will be used as one of 3 hits to destroy the enemy.The characters are the typical mario game characters:  Mario, Luigi, Peach, Toad, Yoshi, Wario, DK, and Bowser. They should all come in handy sometime in the game, and it should be fun to test them all.OVerall, this game is great for having fun. I reccommend it to any one. Great for technology too. This game is right for you.",One of the early N64 games
26,Nintendo,5,"This is a really cool game. I played this to death i don't know how many times, sometimes alone and at times with a partner.It's really tragic if you don't have this game when you own an N64, you don't know what you're  missing out on.Um...well, this game is pretty easy and you don't really  need a strategy guidebook for this one. I think the only reason why it's so  damn fun is because on every track and race, you can race it differently.  You can try new tricks or even attempt to create your own shortcut-if you  are that good!Graphics-wise, it's all a let-down, i was expecting  realistic models but i got cartoony characters, but then again- it's mario  and friends, right?As a mario fan- you'll want to have this in your  hands and if you're not- then play this as a party game. It beats Mario  Party in replay value but is somewhat less challenging.So bottomline-  it's a little too easy. But that will not prevent it from being a top 100  game of all time (read EGM #100)....",Replay Heaven
27,Nintendo,5,"This game is one of two reasons to buy an N64.  It's excellent multiplayer, with enough shortcuts and tricks to perfect that's it's also a great solo game.  If you have an N64 and you don't have this game, then you should stop wasting your time and go out and buy it.  You could play the other games, but they are terrible...",Put this one in your &quot;Kart&quot;
28,Nintendo,5,"This is the best racing game i've ever played and the most funest. The game has a cool unique to a racing game. it is tons of fun, and you can play either Mario, Luigi, Peach (The Princess), Toad, Yoshi, Bowser(King Koopa) & Donkey Kong. There are three types of trophies you can recieve, either the Mushroom trophy, Flower Trophy, Star Trophy and A Special Trophy. Cool Hu. Well this game was tons of fun i recomend it to everyone. Peace OutIf you liked this game then check out all of the Mario Games.","An Excellent Game,"
29,Nintendo,4,"Ahhhh! I love this game! It's so great. My friend gave it to me and I fell in love with it fast! I played Mario Kart for the SNES and thought it was the best thing since sliced bread. When I found out Mario Kart was for N64, I went bezerk. This was the first game to my N64 collection. You choose between 8 characters. You can get over 10 different powerups, including the legendary star which makes you invincible, banana peels which make opponents skid out of control, lightning bolts which makes characters small so you can smush them, mushrooms that boost your engine, and 3 kinds of shells. A green shell will go and bounce off anything, A red shell will do its best to find a character and smash them, and a spike shell with automatically find the player in 1st place and destroy them without fault. The reason it is 4 stars is because they didn't go the extra mile. If you play 1 or 2 player(s) you can do a Grand Prix, but not with 3 or 4. In player 1 mode you cant do a battle or do a vs. with the CPU. Battle only contains 4 tracks. I guess what i'm trying to say is that i wish it was more open. Taking shortcuts won't work because Lukita drags you back when your at the top of the mountain. This game would be the best if you were allowed to do more.",Just like Mario Party but you race all day!
30,Nintendo,4,"When I had this game, I did not stop playing until I got to winning the game. It's fun for awhile to throw objects at people that are racing against you. It has a four player mode, which is not bad, but sometimes gets a little confusing when you're watching other people racing. The split screen should never be included. Although, that it is which is easy to get distracted. But Mario Kart is fun and it should be in one of the hand-held games, too. I wouldn't mind playing this. Oh, I have the one on Gameboy Advance, which is cool but not like the one from Nintendo 64. Now, that confused me.",Mario Kart is Fun!
31,Nintendo,5,It plays great and i look forward to beating my fance. We place bets on who will win and the looser has to do the chores.,Great game
32,Nintendo,5,"mario kart 64 is by far the best n64 gameif you want non-violent racing with all the nintendo characters for a good price- look no furtheralso if you like mario kart 64, you might likemario kart dsmario kart super curcuitmario kart snes",Very Fun Mario Kart game
33,Nintendo,5,"Mario Kart 64, the sequel to the first Mario Kart game on the SNES is great. Nintendo got rid of some of the things that made the SNES title so much fun, but added a lot too. The gameplay is much more enhanced, the characters look much better and the individual go-karts are very realistic.Like the SNES version, this game includes 3 modes of play: GP (Grand Prix), Battle, and Time Trial. In GP you choose one of 8 characters: Mario, Luigi, Peach, Toad, Wario, Yoshi, Donkey Kong, and Bowser in a large variety of courses in the Mushroom Cup, Flower Cup Star Cup, or Special Cup (which you unlike by getting gold trophies in each of the 3 basic courses) in 50cc, 100cc, or 150cc mode. 50cc is the easiest, but in 100cc and 150cc the computer gets much faster and more challenging. There are several items you can collect by driving through the question mark boxes which help you during each race. Lightning bolts (the rarest item to get) makes all of the other opponents small, mushrooms give you a speed burst, banana peels make one of your opponents crash if they slip on it, red shells are used to shoot directly at an opponent to get them off course, and green shells keep bouncing off the walls until it hits one of the racers. Unlike the SNES Mairo Kart game, there are several objects you need to avoid to stay on course. In different races there are trucks and cars that will make you crash if you hit them, snowmen that will blow up if you hit them, and many other obstacles in different courses.In Battle mode you and up to 3 others choose one of the 8 characters. You drive around a course trying to pop each other's 3 balloons. You can pop their balloons by shooting red or green shells at them or throwing banana peels at them to make them slip. You can also use the other items to avoid being hit by them. Once all of your balloons are popped you become a bomb which you can drive around the course trying to run in to the other players. This mode is a lot of fun, especially if you get tired of continually playing Grand Prix mode.In Time Trial mode you race in any of 15+ courses and try to set records for each lap and/or race.The controls for Mario Kart 64 are very simple and easy to master, and the music and sound effects are great as well.If you want a great racing game for your N64, I highly recommend that you check out Mario Kart 64.",One of the best racing games on the N64
34,Nintendo,5,"It's a classic, anyone that has a N64 should have this game.",A+
35,Nintendo,5,"Classic racing game. If you love racing games you should consider getting this game. You race around tracks throwing random stuff so that you can win. The graphics are great-- I mean during that time the graphics are great, you can't really argue about that.",Mario Kart 64
36,Nintendo,4,"Graphics: 9/10 - Eye-catching, bold and pretty, Mario Kart 64's graphics are fulfilling and nice to look at.Sound: 8/10 - Lots of bells, whistles, engines and da-da's in this game. They are just small sound, but bring out some sort of livelihood.Value: 8/10 - Even though I don't have a Nintendo 64, if I did, I would probably buy this game because it is lots of fun to play. It can also be very strategic at times, which is good for a racing car game.Overall: 8/10 - Nothing too memorable, but it's delightfully entertaining to play when you are actually using the controls. Mario Kart 64 gives you things to do and stuff to work out. It's the first game I played on Nintendo 64 and as far as I'm concerned, it's well worth the time.",Neat N64 game!
37,Nintendo,4,"This game is really fun, but I honestly enjoyed Crash Team Racing for the PlayStation a lot more. One thing that annoys me about this game is that you can't look behind you. I pressed every button and I can't get the camera to face behind the racer and this makes it impossible to shoot green turtle shells from behind without proper aiming. So nine out of ten times, I'm going to miss my target. How did Nintendo screw up this badly. And the racers are pre-rendered much like how Donkey Kong and Diddy Kong were in Donkey Kong Country for the SNES. I was wondering why wasn't it computer generated like Super Mario 64? It's still a nice little game, a little pricey, but still nice to have in your N64 collection.",Fun Game
38,Nintendo,4,"Mario Kart: 64.  It is such an improvement from the Super Nintendo version.  The graphics are quite detailed in comparison to the other 64 games out.  I would say, above average.  However, the graphics is not what sets this game off above the others.  It is the enjoyment level!Not only is it fun to compete with others like your family, friends, or even the computer player (AI) but it's got a great Grand Prix mode in which you can compete for a Gold Cup.  Get all gold Cups and you gain a bonus.The only complaint I have about this game, (reason why I gave it a four instead of a 5) is that the AI are too smart.  Races sometimes seem to be unfair.  You throw items at them, knock them to the side, speed ahead of them and it seems like whatever you do, it doesn't matter.  This can be frustrating.  Though the controls are WAY improved over the Super Nintendo version, it still is hard to control the carts (karts) around corners.Overall, this is an addicting game.Have a Super Nintendo? Buy Mario Kart for Super NintendoHave a Gamecube? Definetely buy Mario Kart: Double Dash for Gamecube.And finally, if you have a N64, Mario Kart 64 is one to deeply consider",Simply Addicting
39,Nintendo,5,"After checking GameSpot's (author's note: this was originally posted exclusively on GameSpot.com) and a few user reviews, I absolutely had to throw my two cents in. I couldn't help but laugh when I read the introduction of ""Even with all its bells and whistles, Mario Kart 64 is very likely to disappoint you after about a week.""When I picked up this game initially, my thoughts were ""SWEET! A new Super Mario Kart!"" I, unfortunately, never had an SNES of my own, so my fixes came in the form of time at my friend's house.This game is absolutely spectacular in every way. Yes, I do feel that it could benefit from maybe a higher difficulty level and there is also the fact that it's possible to clinch a Gold medal in a circuit (4 races) after finishing in the top spot in each of the first three races. However, other than these minor spots, I find it to be flawless. Everything from the graphics to the sound to the features are great. There is also a great amount of multiplayer available in this, with not only the up to four player split-screen, but the track ghosts as well. Track ghosts are saved data of your best race (single player only) on a course. The game saves not only your time but your entire race. When you race against your ghost, you can actually compare yourself second-by-second on the tracks and this also helps you to analyze spots and what you did to help you become a better racer.The items are what really make multiplayer fun, though. I've had many a time where I have something such as a ghost (which lets you steal and item and makes you invisible/invincible) while my friend had a lightning bolt (shrinks all opponents) and it's a quick reaction race to see who can get their item deployed first. To me, however, there is nothing more satisfying than hitting your opponent (especially if it's a friend instead of the computer) with a green shell (a shell that fires straight out, as opposed to the red homing shells) as he's about to cross the finish line to win, not just the race, but the circuit as well. And, yes, I actually did that to a friend of mine. Talk about bragging rights.Up to this point, I have kept (or at least tried to keep) retro-rating out of this review and I was considering dropping one of the five rankings to a 9 because I'm stingy with giving out perfect 10's. If I had rated this game when it first came out, it would probably be rated somewhere around 9.7 to 9.9. However, there is one reason, and one reason only, that I still own my N64 -- and that is to play Mario Kart 64 ... a decade later. (Note: I can't even say that about Zelda: OoT or GoldenEye.) That, in itself, I think warrants the move up to the perfect 10 rating. ... I guess this pretty much means that I'll have to give Super Mario Kart a 10 as well. I guess we'll see when I finally get it on Virtual Console. (For those of you who ask ""Virtual Console? Why"" Read: paragraph 2.)Overall: 10Gameplay: 10Graphics: 10Sound: 10Value: 10Tilt: 10",The highly-elusive perfect 10!
40,Nintendo,5,"I bought Mario Kart 64 for my nephew for his birthday. I played Mario Kart 64 when I was a little and I loved it. My nephew already has Mario Kart DS and he loves it. I figure that he will love this game too. Mario Kart 64 has many different levels in which you can race other Mario characters such as Luigi, Wario, Donkey Kong, Bowser and many others. I would recommend this game to anyone who likes any of the newer Mario Kart games.",The Best Mario Racing Game Ever
41,Nintendo,5,"This game is an old racing game but heck,its better then half of them out now.With all the crazy weapons,it can keep you goin awile.This game is really worth it if u have a nintendo 64.This is still 1 of my favorite games.",definite hall of fame game
42,Nintendo,5,Mario Kart 64 this game is fun you'll play this over and over. My favorite board is Mushroom  level it's easy that's why and you pick up items to used from keeping your opponent from taking the lead. Great buy.,Fun Racing Game.
43,Nintendo,4,"I got this game in '97 and it is still fun to play. Unlike the original Mario Kart for the SNES or the new Mario Kart Super Circuit for the GBA (both of these games you have to use a control pad to drive)you can use the control stick on the N64 controller ot drive your go-kart which is a hundred times easier than a control pad. The game is easy in the begining, but it hets much harder as you get closer to finishing it. The graphics are spectacular, and so is the music. In one course you can go off roading and drive around and look at Princess Toadstool's castle form Super Mario 64! The tracks are cleverly designed and all to often you'll find yourselft barely winning or completing a race. The game does offer a good challenge with eight drivers to choose from which onclude the following and their speed: Mario average, Luigi average, Peach average, Toad fast, Yoshi fast, Donkey Kong slow, Wario slow, Bowser slow. The speeds come to play in the later levels where only Toad and Yoshi are your best bet for first place. Again with the GBA and the Gamecube (which launched today as I am writing this) Mario Kart 64 is a must have for N64 owners who can't get the Gamecube or the GBA for now. Also each character has his or her own course and the game has race and battle multiplayer modes where in the battle mode each racer has three balloons arround his or her go-kart and everyone has to try to knock out everyones balloons. Have fun!",Mario's Pals Racing
44,Nintendo,5,"This game was shipped quickly, and was in very good condition.  I have great memories of playing this game when I was young, and now my son and I can make new memories.  Thanks very much!!","Great seller, great game!!"
45,Nintendo,5,My favorite part of this game is the battle mode.  My friend showed me all the tricks he has learned from playing it.  Like where to set traps and other stuff.  The one player mode is fun too.,This is the best with with the battle mode
46,Nintendo,5,Mario Kart on the n64 is an extremly well made game. when one person plays the game for the first time the controls are easy and you don't nead to worry about changing gears. After you get better you can move on to harder levels of play. once you beat the game on 150cc (hardest level) you can race al track in mirror mode (all tracks have opposite turns then their original tracks). the ads more replay value because the game in a sence has new tracks. All the tracks are unique and have varied difficulty levels. they are also well designed.The graphics in mario kart are bright simple and full of color. the music in the game is not very good but it does not mater because of the great sound effects provided by the characters.As with all great n64 games this one accells in the multiplayer department. It will appeal to people of all ages. you can choose from 3 different multiplayer modes battle championship single race. The most fun out of all of those is batlle because you go around getting items then try to hit your friends with any item you get. if you hit your'e oponent they'll lose a balloon they have 3 ballons.This is a party game i would recommend over any mario party game and definitly over didy kong racing. this is a classic n64 game no one shoild be without.,mario kart possibly the best racer for the n64
47,Nintendo,5,"I love all the Mario Kart games, this one has some of the coolest tracks.  Yoshi Valley is the best track I've ever played and the graphics are pretty good too.  Small selection of characters (if you've got the one for Gamecube) but still a blast.  Awesome 1 player or multiplayer game, a must have for parties!  Good anytime and that's hard to find.",Mario is back
48,Nintendo,5,"This mario kart is my favorite of any in the series, and i am so glad i bought it because i have had so much fun",my favorite
49,Nintendo,5,This game I grew up with and enjoy very much. I have been playing this game since I was 6 or 7 years old and games like these are very hard to come by right now and they cost a pretty penny brand new. What I have is a like new version but unforutantely I lost the manuel and the box is long gone to mine but maybe I will find it one day while I shop around the internet. I love this game and recommend this game to old school video game players and the like.,Mario Kart
50,Nintendo,5,"The price was reasonable, and the game shipped relatively quickly.  Most importantly it works.  What else could you ask for?",The game works
51,Nintendo,5,"Mario Kart is definetly the most classical game ever for racing. But maybe even the most classical game Nintendo has ever made.This game has three different levels. One is data which keeps track of your best time for the particular track and you get three mushroom guys who give you a boost up forward but there are no diamonds to get a specialty like a star or something.(I'll explain about the special items later so you know what there for before you might play the game)In options you can see your data records for each track showing the best lap and the top 5 races in time with the particular racer on it(Not names instead they show. Mario, Peach, Bowser, Wario, Yoshi, Dk, Luigi, and my personal favorite which is Toad) ONLY DO FOR ONE PLAYER!Another one of the things you can do in Mario Kart is do Mario Kart G.P where you compete with all the other racers while picking your own. Before you start the screen will show 4 different brackets which have 4 tracks each and you pick the bracket you want. After each race it'll show the score of each racer in points which goes that if you place 5th through 8th you get no points. 4th gets 1, 3rd gets 3, 2nd gets 6, and 1st gets 9. At the end of the of all the races the top three racers will stand on that olympic where it says 1,2,and 3 ranging as 1 the highest and 3 the lowest. After it shows the three racers om each of their spots it will show a trophy to you in bronze silver or gold and then  your player says something like ""YEAH"". Oh yeah their are diamonds in this mode.Then their is a single game which you only play one game against the computer or against friends at any course you or your friend wants to play at.Finally which you might've been waiting to hear is about the freaking DIAMONDS. While your racing their will be diamonds around and if you go through one it will show a box showing which specialty you've gotten. The long list of specialties are, one red shell which if you throw at someone within a certain distance they will fly up and back down making you get ahead. Also there's a 3 red shell specialty where it shows three red shells going around your car and it does the same thing as 1 red shell would do. The green shells are totally opposite from the red one it comes in threes and ones and when you throw it will just bounce off the sides of the course back and forth going preety slow but preety much the only way you can hit another player with a green shell is if the racer is almost or is right in front of you. But the bowser shell which you dont get often but if you do get it you can throw it from anywhere and it will get the closest player ahead of you but if your in first place the shell is worthless. Also preety much everybody's favorite specialty is the star where you can go really fast to catch up for about 10 seconds and if your it by anything it'll just back off of you and you will stay up because you can do that the game also lets you knock people over if you headed straight at them and bumped them. Sorry if this is boring but if you want to hear about the game and you will buy it you should listen to the rest. You get bananas in 8's and 1's. Bananas you just drop on the ground and racers might crash into them and start slipping on the floor. The last specialty is ghost where nobody can see you and if a specialty hits you, you will just keep one going.My favorite mode is battle where you have to have 2 or more players. In battle their are 4 different modes. During battle you have 3 ballons with diamonds on the ground when you get hit you lose a ballon and when you have lost all three ballons you become a bomb to go get other players.  As a bomb you cant get any specialties but if you bump in to any racers you will be done as a bomb but that racer will lose a ballon. By the way computers can not play in this mode.This should be enough to know how this game is and I hope that you buy this game because you will probably like it.This game is a classic which I've said before.P.S (...)good bye and have a nice day!",MOST CLASSICAL GAME EVER!!!!!!!!!!!!!!!!!!!!
52,Nintendo,5,"Probably a top three game as far as popularity is concerned on the n64. Just a simple racing game with the original Mario cast, but a game that was a lot of fun. Multiplayer mode was even better as it made for real good fun competition amongst friends. Truly a classic game that is a must for n64 collection.",Good fun
53,Nintendo,4,"Mario Kart 64 is one of that games that is hard to find, but that effort has a very good reward, 'cuz this is one o'that games that began the real 4-player madness (you know...), it's also considered as one of the best Mario Kart games ever (better than Mario Kart: Double Dash!!, and maybe as good as Mario Kart Wii). The only thing that I didn't give the 5/5 is that this game is a bit tedious. Yes, I know that graphics... forget about the graphics, 'cuz first, it's the N64, and second, graphics are not important in this game that focus on fun. If you have a 64, and you don't have already MK64, you must find it now! Everybody with a 64 must have this crazy great game! (don't forget four controllers for the real madness).",A freakin' mind multiplayer great game!
54,Nintendo,5,"The original Mario Kart for the SNES was fun, and a good effort for the limited capabilities of the SNES platform. Mario Kart 64 made full use of the N64's 3-D capabilities, making for a very fun and successful game. Up to four players can engage in the game, and the racecourses are as colorful and rich as they are varied. Each character has their own racecourse (Peach's castle, Bowser's castle, Yoshi's canyons, Donkey Kong's jungle, and so on and so forth) plus more that are just fun and varied, like a beach, the desert, snowfields, and the Rainbow Road.You can play against the computer and compete for various cups, and each set of courses has various levels of difficulty. You get cool items to aid your progress on the track (or hinder the progress of others) There is also a VS mode where two to four players can battle against one another. Overall this is a really great game for the Nintendo 64.",Lotsa fun
