Unnamed: 0,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
3501,0.64,0.02,0.02,0.02,2
3502,0.7,0.15,0.01,0.03,2
3503,0.07,0.02,0.02,0.68,12
3504,0.21,0.03,0.03,0.22,12
3505,0.33,0.04,0.03,0.08,2
3506,0.42,0.07,0.03,0.03,2
3507,0.22,0.21,0.04,0.04,2
3508,0.8,0.01,0.01,0.01,2
3509,0.56,0.02,0.04,0.04,2
3510,0.41,0.03,0.03,0.14,2
3511,0.44,0.03,0.03,0.03,2
3512,0.05,0.04,0.04,0.29,12
3513,0.23,0.04,0.04,0.07,2
3514,0.59,0.03,0.02,0.03,2
3515,0.64,0.01,0.01,0.16,2
3516,0.65,0.02,0.07,0.02,2
3517,0.63,0.02,0.01,0.01,2
3518,0.67,0.01,0.05,0.05,2
3519,0.46,0.02,0.24,0.02,2
3520,0.5,0.07,0.02,0.03,2
3521,0.77,0.02,0.01,0.1,2
3522,0.18,0.05,0.04,0.16,2
3523,0.43,0.35,0.01,0.02,2
3524,0.33,0.02,0.04,0.28,2
3525,0.49,0.01,0.01,0.02,2
3526,0.55,0.02,0.03,0.04,2
3527,0.57,0.12,0.02,0.03,2
3528,0.52,0.02,0.05,0.02,2
3529,0.29,0.05,0.02,0.36,12
3530,0.27,0.01,0.01,0.55,12
3531,0.38,0.05,0.03,0.07,2
3532,0.79,0.01,0.01,0.01,2
3533,0.56,0.02,0.02,0.05,2
3534,0.43,0.03,0.04,0.05,2
3535,0.34,0.03,0.03,0.04,2
3536,0.62,0.02,0.02,0.02,2
3537,0.41,0.02,0.02,0.19,2
3538,0.75,0.01,0.01,0.02,2
3539,0.52,0.02,0.02,0.2,2
3540,0.23,0.47,0.01,0.11,6
3541,0.18,0.02,0.02,0.43,12
3542,0.1,0.03,0.04,0.23,12
3543,0.45,0.02,0.03,0.1,2
3544,0.59,0.02,0.02,0.07,2
3545,0.11,0.03,0.03,0.26,12
3546,0.67,0.02,0.01,0.08,2
3547,0.24,0.04,0.05,0.04,2
3548,0.5,0.02,0.03,0.26,2
3549,0.47,0.01,0.01,0.3,2
3550,0.52,0.03,0.02,0.03,2
3551,0.65,0.02,0.02,0.03,2
3552,0.56,0.14,0.02,0.02,2
3553,0.09,0.03,0.04,0.28,12
3554,0.2,0.03,0.03,0.27,12
3555,0.55,0.01,0.01,0.21,2
3556,0.29,0.02,0.02,0.29,2
3557,0.63,0.02,0.02,0.04,2
3558,0.43,0.03,0.03,0.04,2
3559,0.34,0.38,0.01,0.06,6
3560,0.25,0.06,0.05,0.05,2
3561,0.57,0.02,0.03,0.05,2
3562,0.3,0.03,0.03,0.24,2
3563,0.44,0.02,0.08,0.1,2
3564,0.52,0.03,0.04,0.04,2
3565,0.19,0.05,0.04,0.16,2
3566,0.69,0.02,0.02,0.03,2
3567,0.49,0.06,0.03,0.17,2
3568,0.58,0.02,0.04,0.12,2
3569,0.59,0.02,0.02,0.03,2
3570,0.57,0.01,0.04,0.21,2
3571,0.55,0.03,0.02,0.14,2
3572,0.46,0.11,0.03,0.02,2
3573,0.43,0.25,0.02,0.02,2
3574,0.44,0.05,0.03,0.08,2
3575,0.44,0.02,0.02,0.25,2
3576,0.72,0.02,0.04,0.04,2
3577,0.45,0.03,0.03,0.04,2
3578,0.05,0.04,0.04,0.35,12
3579,0.04,0.03,0.03,0.38,12
3580,0.27,0.02,0.02,0.44,12
3581,0.39,0.03,0.04,0.03,2
3582,0.53,0.03,0.03,0.06,2
3583,0.51,0.03,0.02,0.08,2
3584,0.06,0.06,0.08,0.13,12
3585,0.62,0.02,0.02,0.08,2
3586,0.16,0.04,0.04,0.07,2
3587,0.36,0.03,0.03,0.05,2
3588,0.09,0.04,0.08,0.13,12
3589,0.48,0.02,0.02,0.15,2
3590,0.34,0.05,0.04,0.1,2
3591,0.35,0.03,0.03,0.14,2
3592,0.3,0.02,0.02,0.3,2
3593,0.2,0.03,0.03,0.18,2
3594,0.45,0.03,0.03,0.03,2
3595,0.05,0.03,0.03,0.39,12
3596,0.38,0.03,0.03,0.04,2
3597,0.52,0.02,0.02,0.1,2
3598,0.5,0.02,0.02,0.16,2
3599,0.34,0.04,0.03,0.04,2
3600,0.17,0.03,0.03,0.22,12
3601,0.13,0.01,0.01,0.68,12
3602,0.17,0.04,0.04,0.04,2
3603,0.44,0.03,0.03,0.05,2
3604,0.5,0.02,0.02,0.02,2
3605,0.3,0.03,0.03,0.04,2
3606,0.29,0.03,0.04,0.08,2
3607,0.19,0.03,0.03,0.27,12
3608,0.35,0.03,0.03,0.09,2
3609,0.68,0.02,0.02,0.03,2
3610,0.64,0.01,0.04,0.14,2
3611,0.82,0.01,0.01,0.02,2
3612,0.73,0.01,0.01,0.01,2
3613,0.45,0.02,0.03,0.13,2
3614,0.29,0.01,0.01,0.6,12
3615,0.61,0.02,0.02,0.03,2
3616,0.27,0.04,0.04,0.04,2
3617,0.37,0.03,0.03,0.06,2
3618,0.57,0.02,0.02,0.03,2
3619,0.36,0.03,0.03,0.07,2
3620,0.26,0.04,0.04,0.11,2
3621,0.62,0.02,0.02,0.02,2
3622,0.49,0.01,0.01,0.02,2
3623,0.63,0.02,0.02,0.04,2
3624,0.46,0.03,0.03,0.04,2
3625,0.19,0.04,0.04,0.13,2
3626,0.2,0.04,0.04,0.05,2
3627,0.17,0.02,0.02,0.41,12
3628,0.17,0.04,0.03,0.24,12
3629,0.32,0.03,0.1,0.04,2
3630,0.25,0.02,0.06,0.29,12
3631,0.48,0.15,0.04,0.03,2
3632,0.36,0.03,0.07,0.04,2
3633,0.17,0.02,0.02,0.53,12
3634,0.82,0.01,0.01,0.04,2
3635,0.67,0.02,0.01,0.06,2
3636,0.71,0.02,0.02,0.02,2
3637,0.64,0.02,0.02,0.08,2
3638,0.25,0.02,0.01,0.5,12
3639,0.48,0.11,0.02,0.03,2
3640,0.5,0.02,0.03,0.08,2
3641,0.08,0.01,0.08,0.61,12
3642,0.29,0.02,0.02,0.32,12
3643,0.86,0.01,0.01,0.02,2
3644,0.34,0.03,0.03,0.04,2
3645,0.56,0.02,0.02,0.09,2
3646,0.48,0.03,0.03,0.03,2
3647,0.8,0.01,0.01,0.07,2
3648,0.65,0.02,0.02,0.08,2
3649,0.14,0.03,0.02,0.44,12
3650,0.31,0.02,0.02,0.29,2
3651,0.64,0.1,0.03,0.06,2
3652,0.41,0.03,0.04,0.03,2
3653,0.03,0.02,0.01,0.7,12
3654,0.27,0.03,0.03,0.22,2
3655,0.19,0.02,0.02,0.45,12
3656,0.46,0.02,0.02,0.23,2
3657,0.15,0.04,0.04,0.11,2
3658,0.29,0.04,0.04,0.05,2
3659,0.35,0.1,0.03,0.03,2
3660,0.67,0.02,0.01,0.09,2
3661,0.71,0.02,0.01,0.02,2
3662,0.13,0.04,0.03,0.22,12
3663,0.13,0.04,0.03,0.38,12
3664,0.11,0.04,0.03,0.31,12
3665,0.09,0.04,0.04,0.25,12
3666,0.15,0.04,0.04,0.05,2
3667,0.58,0.04,0.01,0.17,2
3668,0.3,0.06,0.04,0.04,2
3669,0.59,0.02,0.02,0.1,2
3670,0.13,0.05,0.05,0.05,2
3671,0.39,0.04,0.03,0.03,2
3672,0.2,0.16,0.03,0.05,2
3673,0.45,0.03,0.03,0.05,2
3674,0.51,0.02,0.05,0.07,2
3675,0.7,0.01,0.02,0.03,2
3676,0.59,0.02,0.02,0.02,2
3677,0.45,0.03,0.02,0.11,2
3678,0.6,0.01,0.02,0.17,2
3679,0.75,0.04,0.01,0.02,2
3680,0.39,0.02,0.02,0.26,2
3681,0.62,0.16,0.01,0.02,2
3682,0.38,0.03,0.04,0.08,2
3683,0.74,0.02,0.01,0.02,2
3684,0.5,0.01,0.02,0.26,2
3685,0.61,0.03,0.01,0.14,2
3686,0.29,0.14,0.03,0.03,2
3687,0.57,0.02,0.02,0.08,2
3688,0.36,0.03,0.03,0.05,2
3689,0.54,0.09,0.02,0.21,2
3690,0.59,0.01,0.03,0.15,2
3691,0.72,0.05,0.02,0.01,2
3692,0.28,0.04,0.04,0.09,2
3693,0.34,0.38,0.01,0.06,6
3694,0.32,0.04,0.04,0.04,2
3695,0.25,0.13,0.02,0.29,12
3696,0.61,0.01,0.01,0.19,2
3697,0.15,0.05,0.04,0.14,2
3698,0.4,0.02,0.03,0.22,2
3699,0.38,0.03,0.03,0.07,2
3700,0.56,0.03,0.05,0.03,2
3701,0.47,0.03,0.06,0.03,2
3702,0.43,0.02,0.2,0.04,2
3703,0.38,0.03,0.03,0.12,2
3704,0.73,0.01,0.05,0.03,2
3705,0.71,0.01,0.03,0.04,2
3706,0.74,0.01,0.01,0.03,2
3707,0.3,0.04,0.04,0.04,2
3708,0.52,0.03,0.02,0.05,2
3709,0.34,0.03,0.03,0.21,2
3710,0.59,0.01,0.02,0.17,2
3711,0.37,0.05,0.02,0.25,2
3712,0.81,0.01,0.01,0.02,2
3713,0.76,0.01,0.02,0.02,2
3714,0.74,0.01,0.01,0.05,2
3715,0.11,0.04,0.04,0.13,12
3716,0.26,0.03,0.03,0.14,2
3717,0.39,0.03,0.15,0.15,2
3718,0.52,0.03,0.03,0.03,2
3719,0.18,0.04,0.04,0.06,2
3720,0.56,0.02,0.02,0.1,2
3721,0.38,0.03,0.03,0.04,2
3722,0.53,0.03,0.02,0.03,2
3723,0.15,0.03,0.03,0.31,12
3724,0.18,0.04,0.05,0.04,2
3725,0.29,0.03,0.04,0.06,2
3726,0.3,0.04,0.03,0.08,2
3727,0.51,0.02,0.02,0.16,2
3728,0.1,0.04,0.03,0.41,12
3729,0.08,0.04,0.04,0.12,12
3730,0.04,0.04,0.03,0.39,12
3731,0.07,0.07,0.05,0.1,12
3732,0.51,0.03,0.03,0.03,2
3733,0.66,0.01,0.01,0.16,2
3734,0.65,0.02,0.02,0.02,2
3735,0.21,0.04,0.04,0.07,2
3736,0.13,0.03,0.02,0.48,12
3737,0.44,0.03,0.03,0.04,2
3738,0.41,0.02,0.03,0.14,2
3739,0.64,0.02,0.02,0.02,2
3740,0.3,0.03,0.03,0.03,2
3741,0.39,0.01,0.02,0.33,2
3742,0.49,0.04,0.02,0.04,2
3743,0.38,0.03,0.03,0.13,2
3744,0.6,0.02,0.02,0.03,2
3745,0.09,0.04,0.04,0.17,12
3746,0.16,0.04,0.04,0.04,2
3747,0.27,0.03,0.03,0.2,2
3748,0.31,0.03,0.03,0.09,2
3749,0.76,0.02,0.02,0.03,2
3750,0.41,0.03,0.03,0.07,2
3751,0.17,0.04,0.04,0.12,2
3752,0.62,0.02,0.02,0.03,2
3753,0.7,0.01,0.02,0.02,2
3754,0.56,0.02,0.02,0.02,2
3755,0.75,0.01,0.01,0.02,2
3756,0.46,0.03,0.03,0.04,2
3757,0.29,0.04,0.04,0.05,2
3758,0.57,0.02,0.02,0.02,2
3759,0.45,0.03,0.03,0.04,2
3760,0.26,0.05,0.04,0.04,2
3761,0.54,0.03,0.02,0.08,2
3762,0.21,0.04,0.04,0.05,2
3763,0.36,0.05,0.17,0.03,2
3764,0.06,0.04,0.04,0.12,12
3765,0.07,0.06,0.05,0.07,2
3766,0.18,0.04,0.04,0.04,2
3767,0.24,0.04,0.04,0.04,2
3768,0.37,0.03,0.03,0.04,2
3769,0.23,0.04,0.04,0.04,2
3770,0.4,0.03,0.06,0.05,2
3771,0.4,0.03,0.03,0.04,2
3772,0.05,0.05,0.05,0.1,12
3773,0.13,0.05,0.04,0.06,2
3774,0.68,0.02,0.02,0.02,2
3775,0.31,0.05,0.03,0.23,2
3776,0.13,0.05,0.04,0.07,2
3777,0.4,0.03,0.03,0.09,2
3778,0.13,0.04,0.04,0.22,12
3779,0.43,0.03,0.03,0.03,2
3780,0.39,0.03,0.03,0.03,2
3781,0.62,0.02,0.02,0.03,2
3782,0.59,0.08,0.03,0.02,2
3783,0.44,0.08,0.04,0.03,2
3784,0.67,0.05,0.01,0.01,2
3785,0.55,0.02,0.02,0.15,2
3786,0.41,0.04,0.04,0.03,2
3787,0.58,0.04,0.01,0.07,2
3788,0.6,0.02,0.02,0.19,2
3789,0.45,0.02,0.03,0.13,2
3790,0.78,0.01,0.01,0.01,2
3791,0.41,0.03,0.03,0.07,2
3792,0.59,0.03,0.02,0.03,2
3793,0.6,0.02,0.04,0.07,2
3794,0.27,0.04,0.04,0.05,2
3795,0.61,0.02,0.04,0.03,2
3796,0.3,0.04,0.04,0.04,2
3797,0.64,0.02,0.02,0.04,2
3798,0.4,0.03,0.03,0.1,2
3799,0.68,0.01,0.01,0.23,2
3800,0.49,0.02,0.02,0.23,2
3801,0.24,0.02,0.03,0.29,12
3802,0.26,0.02,0.02,0.45,12
3803,0.48,0.04,0.03,0.04,2
3804,0.52,0.03,0.02,0.1,2
3805,0.29,0.02,0.02,0.39,12
3806,0.35,0.02,0.02,0.34,2
3807,0.08,0.04,0.04,0.18,12
3808,0.33,0.02,0.02,0.32,2
3809,0.6,0.08,0.02,0.02,2
3810,0.71,0.02,0.01,0.04,2
3811,0.54,0.07,0.02,0.02,2
3812,0.51,0.03,0.02,0.04,2
3813,0.38,0.05,0.03,0.08,2
3814,0.36,0.04,0.05,0.03,2
3815,0.58,0.14,0.01,0.16,2
3816,0.55,0.02,0.02,0.04,2
3817,0.62,0.03,0.02,0.04,2
3818,0.6,0.03,0.01,0.16,2
3819,0.46,0.02,0.02,0.26,2
3820,0.83,0.02,0.01,0.02,2
3821,0.13,0.04,0.04,0.16,12
3822,0.42,0.03,0.03,0.06,2
3823,0.58,0.02,0.01,0.16,2
3824,0.72,0.02,0.02,0.02,2
3825,0.55,0.02,0.02,0.03,2
3826,0.07,0.05,0.05,0.12,12
3827,0.29,0.03,0.06,0.05,2
3828,0.76,0.06,0.02,0.01,2
3829,0.05,0.04,0.04,0.29,12
3830,0.58,0.02,0.02,0.09,2
3831,0.58,0.02,0.02,0.04,2
3832,0.2,0.1,0.03,0.11,2
3833,0.68,0.03,0.04,0.02,2
3834,0.48,0.03,0.02,0.04,2
3835,0.26,0.04,0.03,0.21,2
3836,0.7,0.01,0.01,0.08,2
3837,0.6,0.02,0.02,0.07,2
3838,0.3,0.03,0.03,0.03,2
3839,0.48,0.15,0.03,0.04,2
3840,0.36,0.03,0.03,0.11,2
3841,0.35,0.36,0.02,0.02,6
3842,0.22,0.02,0.02,0.43,12
3843,0.84,0.01,0.0,0.06,2
3844,0.37,0.03,0.02,0.22,2
3845,0.72,0.01,0.05,0.01,2
3846,0.39,0.03,0.02,0.27,2
3847,0.15,0.11,0.08,0.21,12
3848,0.35,0.03,0.04,0.03,2
3849,0.05,0.04,0.04,0.28,12
3850,0.62,0.03,0.21,0.02,2
3851,0.89,0.01,0.01,0.01,2
3852,0.57,0.02,0.05,0.06,2
3853,0.6,0.14,0.02,0.04,2
3854,0.45,0.01,0.02,0.26,2
3855,0.71,0.01,0.01,0.03,2
3856,0.69,0.01,0.01,0.02,2
3857,0.53,0.01,0.01,0.25,2
3858,0.71,0.08,0.03,0.01,2
3859,0.18,0.05,0.04,0.05,2
3860,0.66,0.02,0.01,0.13,2
3861,0.25,0.04,0.04,0.05,2
3862,0.65,0.03,0.03,0.04,2
3863,0.1,0.04,0.03,0.27,12
3864,0.63,0.02,0.02,0.02,2
3865,0.55,0.02,0.03,0.02,2
3866,0.59,0.03,0.02,0.03,2
3867,0.74,0.01,0.01,0.04,2
3868,0.33,0.03,0.03,0.23,2
3869,0.17,0.07,0.04,0.05,2
3870,0.55,0.02,0.02,0.07,2
3871,0.93,0.0,0.0,0.01,2
3872,0.31,0.03,0.08,0.05,2
3873,0.48,0.04,0.04,0.06,2
3874,0.61,0.02,0.02,0.05,2
3875,0.47,0.03,0.02,0.09,2
3876,0.12,0.11,0.04,0.05,2
3877,0.28,0.04,0.03,0.19,2
3878,0.3,0.03,0.03,0.13,2
3879,0.64,0.02,0.03,0.02,2
3880,0.74,0.01,0.01,0.05,2
3881,0.77,0.01,0.02,0.01,2
3882,0.49,0.01,0.06,0.17,2
3883,0.7,0.02,0.01,0.07,2
3884,0.57,0.05,0.01,0.15,2
3885,0.16,0.02,0.01,0.57,12
3886,0.79,0.01,0.01,0.08,2
3887,0.51,0.01,0.02,0.24,2
3888,0.65,0.09,0.02,0.02,2
3889,0.53,0.02,0.02,0.18,2
3890,0.61,0.02,0.02,0.04,2
3891,0.47,0.02,0.02,0.24,2
3892,0.46,0.02,0.02,0.2,2
3893,0.37,0.03,0.03,0.16,2
3894,0.36,0.03,0.06,0.05,2
3895,0.45,0.19,0.02,0.17,2
3896,0.48,0.03,0.02,0.04,2
3897,0.38,0.03,0.03,0.12,2
3898,0.6,0.02,0.01,0.12,2
3899,0.58,0.02,0.03,0.02,2
3900,0.41,0.03,0.03,0.05,2
3901,0.3,0.02,0.01,0.46,12
3902,0.13,0.04,0.04,0.18,12
3903,0.16,0.02,0.02,0.53,12
3904,0.15,0.04,0.04,0.05,2
3905,0.06,0.05,0.05,0.1,12
3906,0.37,0.02,0.02,0.03,2
3907,0.83,0.01,0.01,0.01,2
3908,0.59,0.02,0.02,0.03,2
3909,0.51,0.02,0.02,0.2,2
3910,0.4,0.03,0.03,0.09,2
3911,0.65,0.11,0.02,0.03,2
3912,0.57,0.06,0.11,0.04,2
3913,0.63,0.06,0.02,0.03,2
3914,0.58,0.02,0.02,0.04,2
3915,0.43,0.05,0.03,0.08,2
3916,0.6,0.19,0.01,0.02,2
3917,0.33,0.02,0.02,0.36,12
3918,0.15,0.04,0.04,0.17,12
3919,0.59,0.15,0.01,0.1,2
3920,0.19,0.04,0.04,0.09,2
3921,0.71,0.01,0.01,0.09,2
3922,0.41,0.02,0.07,0.19,2
3923,0.2,0.02,0.02,0.52,12
3924,0.27,0.03,0.03,0.15,2
3925,0.67,0.24,0.01,0.01,2
3926,0.68,0.03,0.02,0.02,2
3927,0.71,0.03,0.02,0.02,2
3928,0.57,0.01,0.02,0.21,2
3929,0.25,0.03,0.03,0.29,12
3930,0.67,0.05,0.04,0.02,2
3931,0.27,0.04,0.04,0.12,2
3932,0.55,0.19,0.01,0.02,2
3933,0.48,0.03,0.03,0.04,2
3934,0.48,0.02,0.06,0.03,2
3935,0.73,0.01,0.02,0.02,2
3936,0.75,0.01,0.01,0.01,2
3937,0.28,0.03,0.03,0.15,2
3938,0.19,0.02,0.02,0.47,12
3939,0.62,0.02,0.02,0.02,2
3940,0.71,0.02,0.02,0.07,2
3941,0.07,0.04,0.04,0.29,12
3942,0.56,0.02,0.02,0.02,2
3943,0.21,0.04,0.03,0.2,2
3944,0.51,0.02,0.02,0.19,2
3945,0.75,0.02,0.01,0.07,2
3946,0.17,0.04,0.04,0.06,2
3947,0.54,0.02,0.02,0.05,2
3948,0.4,0.02,0.02,0.32,2
3949,0.48,0.02,0.02,0.12,2
3950,0.49,0.03,0.03,0.04,2
3951,0.04,0.03,0.03,0.46,12
3952,0.64,0.03,0.07,0.01,2
3953,0.7,0.03,0.03,0.03,2
3954,0.56,0.03,0.02,0.03,2
3955,0.22,0.04,0.04,0.1,2
3956,0.04,0.03,0.04,0.35,12
3957,0.53,0.17,0.02,0.04,2
3958,0.28,0.03,0.03,0.18,2
3959,0.39,0.03,0.04,0.05,2
3960,0.52,0.06,0.02,0.03,2
3961,0.57,0.02,0.02,0.03,2
3962,0.42,0.02,0.01,0.33,2
3963,0.61,0.01,0.02,0.14,2
3964,0.28,0.03,0.03,0.21,2
3965,0.31,0.04,0.03,0.08,2
3966,0.6,0.02,0.03,0.03,2
3967,0.24,0.05,0.03,0.24,2
3968,0.69,0.12,0.03,0.02,2
3969,0.47,0.01,0.01,0.44,2
3970,0.39,0.02,0.02,0.31,2
3971,0.65,0.01,0.02,0.11,2
3972,0.57,0.02,0.02,0.03,2
3973,0.54,0.02,0.02,0.03,2
3974,0.16,0.01,0.01,0.65,12
3975,0.63,0.05,0.02,0.02,2
3976,0.52,0.01,0.01,0.39,2
3977,0.11,0.01,0.01,0.63,12
3978,0.24,0.07,0.06,0.06,2
3979,0.54,0.02,0.01,0.29,2
3980,0.14,0.04,0.04,0.04,2
3981,0.42,0.03,0.03,0.03,2
3982,0.3,0.03,0.03,0.03,2
3983,0.09,0.05,0.05,0.05,2
3984,0.56,0.04,0.03,0.03,2
3985,0.07,0.03,0.03,0.38,12
3986,0.48,0.02,0.03,0.03,2
3987,0.05,0.04,0.04,0.22,12
3988,0.61,0.08,0.02,0.02,2
3989,0.3,0.02,0.02,0.39,12
3990,0.41,0.11,0.04,0.05,2
3991,0.5,0.02,0.02,0.15,2
3992,0.58,0.02,0.02,0.02,2
3993,0.53,0.02,0.04,0.04,2
3994,0.32,0.03,0.03,0.09,2
3995,0.58,0.13,0.02,0.02,2
3996,0.72,0.03,0.02,0.07,2
3997,0.5,0.02,0.03,0.08,2
3998,0.82,0.03,0.04,0.01,2
3999,0.36,0.03,0.03,0.04,2
4000,0.3,0.03,0.03,0.23,2
4001,0.73,0.02,0.02,0.04,2
4002,0.46,0.03,0.04,0.04,2
4003,0.47,0.02,0.02,0.04,2
4004,0.39,0.35,0.02,0.02,2
4005,0.5,0.04,0.03,0.04,2
4006,0.5,0.03,0.03,0.03,2
4007,0.66,0.03,0.03,0.03,2
4008,0.22,0.04,0.04,0.05,2
4009,0.1,0.05,0.05,0.05,2
4010,0.45,0.04,0.03,0.03,2
4011,0.63,0.02,0.02,0.11,2
4012,0.45,0.03,0.03,0.04,2
4013,0.51,0.11,0.02,0.03,2
4014,0.29,0.02,0.02,0.28,2
4015,0.53,0.02,0.02,0.03,2
4016,0.78,0.01,0.02,0.02,2
4017,0.58,0.02,0.02,0.14,2
4018,0.38,0.02,0.05,0.18,2
4019,0.65,0.03,0.02,0.02,2
4020,0.58,0.02,0.02,0.07,2
4021,0.57,0.04,0.02,0.05,2
4022,0.54,0.02,0.03,0.03,2
4023,0.68,0.01,0.01,0.16,2
4024,0.29,0.07,0.04,0.04,2
4025,0.31,0.02,0.04,0.19,2
4026,0.47,0.08,0.02,0.1,2
4027,0.6,0.02,0.02,0.08,2
4028,0.37,0.02,0.31,0.02,2
4029,0.47,0.02,0.02,0.18,2
4030,0.79,0.02,0.01,0.02,2
4031,0.33,0.03,0.03,0.1,2
4032,0.07,0.04,0.04,0.15,12
4033,0.04,0.04,0.04,0.18,12
4034,0.82,0.01,0.01,0.02,2
4035,0.86,0.01,0.01,0.06,2
4036,0.16,0.02,0.02,0.56,12
4037,0.33,0.02,0.02,0.4,12
4038,0.45,0.03,0.03,0.04,2
4039,0.43,0.03,0.03,0.03,2
4040,0.43,0.02,0.02,0.21,2
4041,0.68,0.02,0.02,0.02,2
4042,0.43,0.03,0.11,0.09,2
4043,0.71,0.01,0.05,0.02,2
4044,0.04,0.04,0.04,0.28,12
4045,0.16,0.03,0.03,0.39,12
4046,0.14,0.04,0.04,0.23,12
4047,0.15,0.05,0.04,0.05,2
4048,0.39,0.03,0.04,0.04,2
4049,0.05,0.06,0.05,0.05,6
4050,0.58,0.11,0.01,0.11,2
4051,0.49,0.02,0.03,0.04,2
4052,0.7,0.07,0.04,0.02,2
4053,0.57,0.02,0.02,0.04,2
4054,0.55,0.03,0.02,0.03,2
4055,0.52,0.02,0.02,0.03,2
4056,0.07,0.05,0.05,0.07,2
4057,0.08,0.04,0.04,0.23,12
4058,0.44,0.03,0.03,0.03,2
4059,0.35,0.07,0.1,0.03,2
4060,0.2,0.02,0.02,0.51,12
4061,0.41,0.04,0.03,0.04,2
4062,0.67,0.02,0.02,0.02,2
4063,0.64,0.05,0.02,0.02,2
4064,0.2,0.04,0.07,0.1,2
4065,0.25,0.02,0.03,0.3,12
4066,0.79,0.01,0.01,0.04,2
4067,0.75,0.01,0.01,0.01,2
4068,0.64,0.02,0.02,0.03,2
4069,0.27,0.03,0.03,0.13,2
4070,0.61,0.02,0.02,0.06,2
4071,0.69,0.02,0.01,0.02,2
4072,0.39,0.03,0.07,0.04,2
4073,0.43,0.03,0.03,0.03,2
4074,0.41,0.02,0.03,0.04,2
4075,0.77,0.02,0.01,0.01,2
4076,0.68,0.12,0.02,0.01,2
4077,0.09,0.02,0.02,0.59,12
4078,0.47,0.03,0.03,0.03,2
4079,0.75,0.01,0.01,0.02,2
4080,0.12,0.05,0.04,0.05,2
4081,0.52,0.02,0.02,0.09,2
4082,0.64,0.02,0.02,0.06,2
4083,0.57,0.01,0.01,0.21,2
4084,0.43,0.2,0.02,0.04,2
4085,0.45,0.02,0.02,0.19,2
4086,0.74,0.01,0.01,0.08,2
4087,0.75,0.01,0.01,0.02,2
4088,0.63,0.02,0.02,0.08,2
4089,0.73,0.01,0.04,0.03,2
4090,0.41,0.03,0.03,0.03,2
4091,0.35,0.04,0.03,0.07,2
4092,0.53,0.03,0.02,0.03,2
4093,0.57,0.04,0.02,0.03,2
4094,0.82,0.02,0.01,0.02,2
4095,0.68,0.02,0.04,0.02,2
4096,0.46,0.34,0.01,0.01,2
4097,0.1,0.04,0.08,0.15,12
4098,0.57,0.06,0.03,0.03,2
4099,0.6,0.02,0.01,0.13,2
4100,0.69,0.01,0.01,0.02,2
4101,0.17,0.19,0.04,0.04,6
4102,0.54,0.14,0.01,0.09,2
4103,0.68,0.19,0.03,0.01,2
4104,0.35,0.03,0.03,0.17,2
4105,0.35,0.02,0.02,0.26,2
4106,0.3,0.03,0.03,0.03,2
4107,0.31,0.04,0.04,0.04,2
4108,0.56,0.02,0.02,0.03,2
4109,0.52,0.19,0.02,0.02,2
4110,0.37,0.02,0.03,0.19,2
4111,0.32,0.04,0.03,0.09,2
4112,0.68,0.03,0.02,0.02,2
4113,0.29,0.03,0.03,0.19,2
4114,0.54,0.04,0.03,0.03,2
4115,0.18,0.03,0.03,0.23,12
4116,0.69,0.02,0.01,0.05,2
4117,0.15,0.03,0.03,0.36,12
4118,0.54,0.03,0.02,0.03,2
4119,0.48,0.02,0.02,0.2,2
4120,0.67,0.01,0.19,0.01,2
4121,0.52,0.17,0.05,0.01,2
4122,0.13,0.04,0.04,0.08,2
4123,0.7,0.03,0.02,0.05,2
4124,0.67,0.02,0.02,0.07,2
4125,0.47,0.01,0.01,0.31,2
4126,0.27,0.01,0.01,0.51,12
4127,0.39,0.01,0.02,0.28,2
4128,0.35,0.03,0.03,0.11,2
4129,0.14,0.03,0.02,0.43,12
4130,0.51,0.09,0.02,0.05,2
4131,0.56,0.02,0.02,0.17,2
4132,0.59,0.02,0.02,0.1,2
4133,0.41,0.19,0.03,0.04,2
4134,0.47,0.02,0.03,0.2,2
4135,0.19,0.02,0.02,0.4,12
4136,0.77,0.01,0.01,0.02,2
4137,0.69,0.11,0.02,0.02,2
4138,0.58,0.01,0.01,0.18,2
4139,0.72,0.01,0.01,0.07,2
4140,0.65,0.02,0.01,0.12,2
4141,0.58,0.02,0.02,0.1,2
4142,0.22,0.01,0.57,0.02,8
4143,0.23,0.03,0.04,0.1,2
4144,0.29,0.03,0.03,0.42,12
4145,0.55,0.09,0.01,0.21,2
4146,0.4,0.02,0.02,0.29,2
4147,0.08,0.05,0.06,0.05,2
4148,0.54,0.02,0.02,0.03,2
4149,0.07,0.04,0.04,0.14,12
4150,0.07,0.04,0.04,0.19,12
4151,0.35,0.03,0.03,0.03,2
4152,0.41,0.03,0.03,0.03,2
4153,0.07,0.05,0.05,0.05,2
4154,0.26,0.04,0.04,0.04,2
4155,0.58,0.1,0.04,0.04,2
4156,0.16,0.03,0.03,0.24,12
4157,0.63,0.02,0.03,0.02,2
4158,0.58,0.03,0.02,0.03,2
4159,0.34,0.03,0.03,0.11,2
4160,0.39,0.02,0.03,0.1,2
4161,0.7,0.01,0.02,0.01,2
